time,gmst
1850.5,-0.060196078
1851.5,0.057303922
1852.5,0.094803922
1853.5,0.052303922
1854.5,0.062303922
1855.5,0.059803922
1856.5,-0.020196078
1857.5,-0.122696078
1858.5,-0.030196078
1859.5,0.072303922
1860.5,-0.060196078
1861.5,-0.107696078
1862.5,-0.177696078
1863.5,-0.020196078
1864.5,-0.057696078
1865.5,0.037303922
1866.5,0.042303922
1867.5,0.037303922
1868.5,0.054803922
1869.5,0.069803922
1870.5,0.017303922
1871.5,-0.005196078
1872.5,0.019803922
1873.5,0.014803922
1874.5,-0.022696078
1875.5,-0.010196078
1876.5,-0.052696078
1877.5,0.284803922
1878.5,0.339803922
1879.5,0.072303922
1880.5,0.029803922
1881.5,0.122303922
1882.5,0.049803922
1883.5,0.004803922
1884.5,-0.130196078
1885.5,-0.125196078
1886.5,-0.120196078
1887.5,-0.177696078
1888.5,0.007303922
1889.5,0.124803922
1890.5,-0.152696078
1891.5,-0.042696078
1892.5,-0.120196078
1893.5,-0.120196078
1894.5,-0.127696078
1895.5,-0.060196078
1896.5,0.077303922
1897.5,0.087303922
1898.5,-0.117696078
1899.5,0.019803922
1900.5,0.129803922
1901.5,0.072303922
1902.5,-0.067696078
1903.5,-0.175196078
1904.5,-0.237696078
1905.5,-0.052696078
1906.5,0.034803922
1907.5,-0.137696078
1908.5,-0.172696078
1909.5,-0.215196078
1910.5,-0.177696078
1911.5,-0.197696078
1912.5,-0.130196078
1913.5,-0.112696078
1914.5,0.079803922
1915.5,0.142303922
1916.5,-0.077696078
1917.5,-0.210196078
1918.5,-0.067696078
1919.5,0.002303922
1920.5,0.044803922
1921.5,0.079803922
1922.5,-0.002696078
1923.5,0.019803922
1924.5,0.022303922
1925.5,0.062303922
1926.5,0.194803922
1927.5,0.092303922
1928.5,0.104803922
1929.5,-0.062696078
1930.5,0.147303922
1931.5,0.212303922
1932.5,0.159803922
1933.5,-0.002696078
1934.5,0.144803922
1935.5,0.094803922
1936.5,0.147303922
1937.5,0.289803922
1938.5,0.289803922
1939.5,0.279803922
1940.5,0.384803922
1941.5,0.367303922
1942.5,0.329803922
1943.5,0.349803922
1944.5,0.477303922
1945.5,0.359803922
1946.5,0.204803922
1947.5,0.247303922
1948.5,0.189803922
1949.5,0.179803922
1950.5,0.102303922
1951.5,0.254803922
1952.5,0.332303922
1953.5,0.394803922
1954.5,0.197303922
1955.5,0.144803922
1956.5,0.082303922
1957.5,0.304803922
1958.5,0.319803922
1959.5,0.294803922
1960.5,0.237303922
1961.5,0.317303922
1962.5,0.272303922
1963.5,0.302303922
1964.5,0.044803922
1965.5,0.154803922
1966.5,0.207303922
1967.5,0.239803922
1968.5,0.179803922
1969.5,0.319803922
1970.5,0.277303922
1971.5,0.157303922
1972.5,0.267303922
1973.5,0.407303922
1974.5,0.182303922
1975.5,0.242303922
1976.5,0.147303922
1977.5,0.457303922
1978.5,0.352303922
1979.5,0.432303922
1980.5,0.547303922
1981.5,0.597303922
1982.5,0.389803922
1983.5,0.572303922
1984.5,0.407303922
1985.5,0.397303922
1986.5,0.452303922
1987.5,0.584803922
1988.5,0.634803922
1989.5,0.522303922
1990.5,0.699803922
1991.5,0.679803922
1992.5,0.477303922
1993.5,0.527303922
1994.5,0.582303922
1995.5,0.732303922
1996.5,0.619803922
1997.5,0.762303922
1998.5,0.912303922
1999.5,0.667303922
2000.5,0.672303922
2001.5,0.817303922
2002.5,0.889803922
2003.5,0.884803922
2004.5,0.812303922
2005.5,0.954803922
2006.5,0.909803922
2007.5,0.924803922
2008.5,0.804803922
2009.5,0.934803922
2010.5,1.007303922
2011.5,0.884803922
2012.5,0.912303922
2013.5,0.939803922
2014.5,1.009803922
2015.5,1.159803922
2016.5,1.272303922
2017.5,1.182303922
2018.5,1.109803922
2019.5,1.234803922
2020.5,1.264803922
2021.5,1.109803922
2022.5,1.149803922
2023.5,1.432303922
