year,FFI,AFOLU
1876,0.187440017740175,0.868613333333333
1877,0.191158406386463,0.88457
1878,0.192678373362445,0.900653333333333
1879,0.206329279748908,0.90901
1880,0.23305578930131,0.920753333333333
1881,0.241141938318777,0.911426666666667
1882,0.254738028384279,0.929426666666667
1883,0.270948036299127,0.94857
1884,0.274054061408297,0.950763333333333
1885,0.276101837336245,0.94917
1886,0.280408709606987,0.96229
1887,0.294417802947598,0.978046666666667
1888,0.325969608351528,0.980613333333333
1889,0.326043685862445,0.978453333333333
1890,0.354902375818777,1.05047
1891,0.371656708515284,1.07966333333333
1892,0.374562358078603,1.09125666666667
1893,0.369944689137555,1.11232
1894,0.382920077783843,1.12211333333333
1895,0.405958618176856,1.13303666666667
1896,0.419313758187773,1.14455666666667
1897,0.439200754093887,1.1484
1898,0.463200439956332,1.15693666666667
1899,0.50592500518559,1.17317666666667
1900,0.532808265283843,1.19468333333333
1901,0.550421528111354,1.20577666666667
1902,0.564324221615721,1.22443
1903,0.615202006004367,1.22709
1904,0.62220180540393,1.25089666666667
1905,0.662477723253275,1.25490333333333
1906,0.691794005731441,1.262
1907,0.788296394650655,1.2736
1908,0.757762264465065,1.28418333333333
1909,0.788890496997817,1.29526666666667
1910,0.828081281659389,1.26711333333333
1911,0.840475438591703,1.25776333333333
1912,0.883177842521834,1.24175666666667
1913,0.95695299099345,1.23871
1914,0.868000976528384,1.23809333333333
1915,0.855582439683406,1.22549
1916,0.924087991266375,1.21257666666667
1917,0.966273661844978,1.20861666666667
1918,0.953401784661572,1.216
1919,0.826693927401747,1.20450666666667
1920,0.961088262554585,1.25775333333333
1921,0.843367001364629,1.29143666666667
1922,0.884365140556768,1.30842333333333
1923,1.0033387393559,1.30676333333333
1924,1.0063373919214,1.31194333333333
1925,1.0172035433952,1.33044
1926,0.999189575873362,1.32595666666667
1927,1.09064645005459,1.32828333333333
1928,1.08590698225983,1.33053333333333
1929,1.1656407944869,1.33435666666667
1930,1.07494500791485,1.35479
1931,0.960672279475983,1.37426333333333
1932,0.866123448144105,1.38963333333333
1933,0.911986408569869,1.39528666666667
1934,0.99187820878821,1.40867666666667
1935,1.04115675545852,1.40952333333333
1936,1.14233454612445,1.41656666666667
1937,1.2211334121179,1.41277333333333
1938,1.1481716599345,1.42021666666667
1939,1.21486007368996,1.42093333333333
1940,1.3267864290393,1.45796333333333
1941,1.35666332996725,1.50509
1942,1.35359881768559,1.51475666666667
1943,1.37600827101528,1.51172
1944,1.39680913509825,1.51191666666667
1945,1.1618821875,1.50257
1946,1.26804683515284,1.49829333333333
1947,1.40441643558952,1.48568666666667
1948,1.48060935944323,1.46522666666667
1949,1.41402994868996,1.45104666666667
1950,1.61827010616812,1.65586
1951,1.74165005349345,1.68199666666667
1952,1.76513020223799,1.72075666666667
1953,1.81519140966157,1.75142
1954,1.8530287510917,1.79373666666667
1955,2.0316213919214,1.8541
1956,2.16320426582969,1.90846
1957,2.23406485207424,1.95766666666667
1958,2.29725973608079,2.01469666666667
1959,2.4166654555131,2.12152666666667
1960,2.56179621042576,1.86440333333333
1961,2.56942751473799,1.78748333333333
1962,2.66008623335153,1.65775666666667
1963,2.80186878138646,1.60405666666667
1964,2.95404422434498,1.56525333333333
1965,3.08670558679039,1.42073
1966,3.23736585234716,1.37405666666667
1967,3.33960930131004,1.41120333333333
1968,3.52192568995633,1.42804333333333
1969,3.75568760944323,1.34048333333333
1970,4.06609071206332,1.39579333333333
1971,4.23110963755459,1.31531666666667
1972,4.427794680131,1.31611
1973,4.6625274555131,1.28146666666667
1974,4.6422986154476,1.24567666666667
1975,4.65337864383188,1.25895333333333
1976,4.90863673635371,1.25295333333333
1977,5.04766691348253,1.25306333333333
1978,5.20304449317686,1.21627666666667
1979,5.35016435889738,1.15437333333333
1980,5.31725999290393,1.20265
1981,5.19021532805677,1.27044666666667
1982,5.14884639492358,1.27638
1983,5.181741625,1.40821
1984,5.36073380322052,1.62853333333333
1985,5.54179326419214,1.50226666666667
1986,5.62432119050218,1.55371666666667
1987,5.79852154039301,1.50506666666667
1988,6.02548713755458,1.44615
1989,6.10779735316594,1.43036333333333
1990,6.20979810971616,1.41018
1991,6.3399222510917,1.35003666666667
1992,6.15917002374454,1.42552
1993,6.2222571779476,1.39985333333333
1994,6.28678359143013,1.57653666666667
1995,6.42043993531659,1.53916
1996,6.61849423417031,1.63682
1997,6.65828343668122,2.04175666666667
1998,6.6405419375,1.68262333333333
1999,6.7777004989083,1.63864666666667
2000,6.95995845387555,1.46715666666667
2001,7.00734998444323,1.3745
2002,7.16383445933406,1.46975333333333
2003,7.5460287404476,1.59212333333333
2004,7.81118793941048,1.47211
2005,8.07644728848253,1.33512666666667
2006,8.35310239492358,1.42868666666667
2007,8.59708897789301,1.24346
2008,8.74506073280568,1.29388333333333
2009,8.59532384716157,1.42908
2010,9.0901550169214,1.41307666666667
2011,9.39860004012009,1.42412666666667
2012,9.53478530867904,1.45884
2013,9.61584800982533,1.32608666666667
2014,9.6796383294214,1.42311333333333
2015,9.6788249893559,1.53664333333333
2016,9.67795459907205,1.25518333333333
2017,9.83227384306769,1.24590333333333
2018,10.0346465906114,1.16952666666667
2019,10.1091985229258,1.25478
2020,9.55451389737991,1.17226666666667
2021,10.0481829803493,1.17947
2022,10.1391333875546,1.17629666666667
2023,10.2506638548177,1.1
