model,scenario,region,variable,unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Fugitives,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Fugitives,Mt CO2/yr,430.02533,418.7838,401.16577,446.81888,429.85168,448.9949,431.6879,420.09708,406.50165,409.21188,386.21143,394.33344,401.068,396.82617,407.05988,408.83838,410.53983,401.10294,414.6424,426.62674,413.14224,420.18723,422.37354,425.21512,429.87347,432.8252
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Fugitives,Mt CO2/yr,21.90356,24.063374,28.594517,36.77072,40.56456,48.960262,60.694572,81.623634,113.28829,126.75883,148.90497,165.17574,184.19629,199.98016,216.33109,209.3148,222.53094,235.42952,248.80362,259.32123,215.53252,192.7362,193.24287,193.88503,195.18462,195.53284
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Fugitives,Mt N2O/yr,0.0055688825,0.0054153474,0.0051616463,0.0057631014,0.0054764557,0.0056896005,0.005429404,0.005236903,0.005050831,0.0050897026,0.004783883,0.004845093,0.0049535288,0.004892579,0.005021944,0.0050730077,0.0051324517,0.0049313526,0.005058905,0.0051960032,0.0049409047,0.0049939565,0.0050415276,0.005091737,0.005158824,0.005200657
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Fugitives,Mt NH3/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Fugitives,Mt NMVOC/yr,23.062115,22.90486,22.334457,23.33216,24.597433,25.198324,25.248032,25.024336,24.744497,23.932337,24.377083,24.943954,25.280956,25.274927,25.4333,25.682152,25.502794,25.971697,26.06352,26.067532,26.143661,26.077618,26.083689,26.09044,26.16938,26.105995
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Fugitives,Mt NO/yr,0.15124844,0.14704144,0.14019188,0.15625638,0.14808449,0.15379235,0.14662415,0.14139429,0.1362398,0.13752899,0.12899421,0.13058278,0.13334587,0.13165629,0.13500327,0.13618785,0.13769485,0.13223758,0.13551754,0.13516083,0.13519077,0.13449916,0.13419408,0.13390611,0.13400133,0.1333814
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Fugitives,Mt OC/yr,0.015304641,0.015304558,0.015297089,0.015322258,0.0153199285,0.015334179,0.015332875,0.015331085,0.015327398,0.015330292,0.015328737,0.015338691,0.015341072,0.01534125,0.015346281,0.015343705,0.015336727,0.01533437,0.01533741,0.015362231,0.015430257,0.015414781,0.015442125,0.015470027,0.015540876,0.015527229
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Fugitives,Mt SO2/yr,0.3280591,0.327999,0.32790112,0.32813063,0.32801387,0.32809544,0.32799304,0.32791832,0.32784468,0.32786313,0.32774118,0.3277639,0.3278033,0.32777917,0.32782698,0.3278439,0.32786542,0.32778752,0.32783437,0.32843193,0.32993904,0.32965064,0.33027044,0.33089662,0.33243704,0.33216655
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Fugitive coal,Mt BC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Fugitive coal,Mt CH4/yr,22.251537,23.139198,23.27253,25.38612,27.833307,30.186447,31.762411,32.926125,33.362907,33.402725,35.213947,38.83826,39.90385,38.917645,39.30343,38.143936,36.262245,37.3655,36.740967,37.037304,37.44351,37.652798,37.972218,38.299614,38.740974,38.978905
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Fugitive coal,Mt CO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Fugitive coal,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Fugitive coal,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Fugitive coal,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Fugitive coal,Mt N2O/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Fugitive coal,Mt NH3/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Fugitive coal,Mt NMVOC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Fugitive coal,Mt NO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Fugitive coal,Mt OC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Fugitive coal,Mt SO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Fugitive gas,Mt BC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Fugitive gas,Mt CH4/yr,28.05006,28.909817,30.029167,31.229322,32.289925,33.104977,34.463295,35.561165,36.997814,36.352047,38.152023,39.14807,39.801945,40.598083,41.105133,41.681366,41.84978,42.790524,43.581028,43.4554,43.45265,43.216583,43.103336,42.994183,43.00661,42.78811
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Fugitive gas,Mt CO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Fugitive gas,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Fugitive gas,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Fugitive gas,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Fugitive gas,Mt N2O/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Fugitive gas,Mt NH3/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Fugitive gas,Mt NMVOC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Fugitive gas,Mt NO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Fugitive gas,Mt OC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Fugitive gas,Mt SO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Fugitive oil,Mt BC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Fugitive oil,Mt CH4/yr,35.405655,33.99638,31.126404,34.1159,33.60725,33.47484,33.114025,30.953114,31.637598,30.462448,30.49669,30.432823,31.09715,30.41176,30.477318,30.710825,31.771584,31.712252,32.171,32.168964,32.257862,32.17335,32.179924,32.18952,32.290462,32.218163
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Fugitive oil,Mt CO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Fugitive oil,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Fugitive oil,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Fugitive oil,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Fugitive oil,Mt N2O/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Fugitive oil,Mt NH3/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Fugitive oil,Mt NMVOC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Fugitive oil,Mt NO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Fugitive oil,Mt OC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Fugitive oil,Mt SO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Industrial process,Mt BC/yr,0.77962685,0.776351,0.7974181,0.8294178,0.9029078,0.96258533,1.000648,1.0580243,1.0771592,1.0886204,1.1785775,1.248682,1.254947,1.2724714,1.280628,1.2822464,1.2463229,1.237837,1.2484459,1.2345744,1.13221,1.2089192,1.1971416,1.1860714,1.1785531,1.1660821
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Industrial process,Mt CH4/yr,0.62292117,0.6154129,0.63014805,0.67262244,0.74382854,0.7959125,0.84787107,0.88750464,0.902943,0.8818083,0.96743035,1.0142301,1.0379059,1.0527227,1.0928502,1.1056784,1.1065732,1.1163236,1.1424077,1.1462195,1.0679854,1.154383,1.158744,1.1632981,1.1708353,1.1730136
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Industrial process,Mt CO/yr,60.82291,59.380363,59.343212,62.453415,68.905136,77.586464,82.944466,88.8693,91.9845,93.03144,102.138626,107.96174,109.43296,110.974045,111.8952,111.4105,108.55747,107.19533,108.460014,105.01429,101.07657,103.07616,102.20289,101.39675,100.88827,99.99819
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Industrial process,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Industrial process,Mt CO2/yr,5460.327,5502.459,5574.945,5884.4307,6432.88,6960.27,7376.9175,7840.711,7950.43,7962.774,8705.149,9095.876,9212.163,9125.096,9245.735,9126.238,9026.981,9033.332,9222.202,9365.038,9234.994,9607.426,9643.876,9682.953,9747.431,9769.13
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Industrial process,Mt CO2/yr,1441.2937,1436.6725,1481.0568,1515.1675,1573.9269,1546.3433,1629.7773,1710.4556,1699.4078,1662.9409,1711.6725,1777.2877,1824.2124,1914.204,1878.8479,1867.7078,1881.5602,1901.7572,1951.513,1948.8064,1930.4631,1935.9425,1954.7404,1974.8477,2001.4563,2019.2723
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Industrial process,Mt N2O/yr,0.7416869,0.7240562,0.7038391,0.72158897,0.7763652,0.8222663,0.81398225,0.8739463,0.77997506,0.6921666,0.6930378,0.75345325,0.8070815,0.8118225,0.81365573,0.8132369,0.81631464,0.81906813,0.8248029,0.7927141,0.64425343,0.8074274,0.81238323,0.8176287,0.825264,0.82898206
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Industrial process,Mt NH3/yr,0.7758515,0.7588888,0.77052647,0.77456737,0.79716533,0.7971708,0.8397354,0.8692496,0.8678509,0.866488,0.9038218,0.9198449,0.9373801,0.94627154,0.94015014,0.96860635,0.98297346,0.9973185,0.99602044,1.002651,0.90253216,1.0163894,1.0235047,1.0307899,1.0408698,1.0458877
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Industrial process,Mt NMVOC/yr,8.998722,9.082465,9.385695,9.950365,10.991293,12.246598,12.899403,13.46507,13.776505,13.965164,14.970242,15.476126,15.684972,15.695238,15.871485,15.999908,15.783182,15.657977,15.993857,16.050535,14.992695,16.173018,16.239147,16.308777,16.421019,16.459364
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Industrial process,Mt NO/yr,8.812048,8.847504,9.068689,9.606815,10.835251,11.799077,12.422928,13.07056,13.411004,13.297329,14.270718,14.710929,14.819138,14.800892,14.786316,14.86014,14.551164,14.24858,14.553487,14.379586,13.198674,14.059298,13.912667,13.774927,13.678495,13.5259
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Industrial process,Mt OC/yr,0.9023381,0.9172971,0.9330821,1.0276254,1.2184788,1.4618708,1.5497015,1.6289583,1.7113454,1.7813597,1.9087975,2.023015,2.0266066,2.0065503,2.017135,2.0090623,1.8953178,1.8162189,1.8654481,1.8502139,1.7726974,1.8211081,1.8072485,1.7938608,1.7850176,1.7685379
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Industrial process,Mt SO2/yr,21.835655,21.851067,21.84963,23.11542,26.375935,29.549694,30.769281,32.033424,33.033646,33.470093,36.17321,37.23103,37.363285,36.87725,36.96426,36.841763,35.302395,34.228916,34.964233,33.730976,30.819181,31.597828,30.685484,29.868628,29.211151,28.502625
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Refineries,Mt BC/yr,0.41127145,0.42096955,0.416522,0.47008637,0.45081836,0.48107645,0.54823005,0.6189583,0.6355601,0.7667559,0.79730374,0.8068492,0.840279,0.8646525,0.7918923,0.71314335,0.5905836,0.6180048,0.5896995,0.5903192,0.5925629,0.59157366,0.5922085,0.59284854,0.59511983,0.59414434
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Refineries,Mt CH4/yr,4.163437,4.201144,4.336947,4.5261526,4.7867002,4.9932523,5.110812,5.392936,5.4457784,4.7708344,5.537288,5.7082443,6.135213,6.191966,6.2335353,6.226634,6.2417774,6.2859707,6.2864237,6.3032675,6.337917,6.3384123,6.356696,6.3754463,6.4121714,6.4143095
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Refineries,Mt CO/yr,24.241585,25.762335,26.443995,27.9772,29.575485,31.467197,32.81793,35.220245,35.324265,34.47534,37.59415,39.186337,41.524925,42.706436,42.866062,42.160625,41.82942,41.8265,41.85018,42.00609,42.21624,42.1989,42.300007,42.40412,42.627632,42.621056
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Refineries,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Refineries,Mt CO2/yr,1442.9633,1451.1786,1504.8947,1613.5896,1638.3407,1670.3369,1740.7656,1794.6093,1801.9196,1795.615,1904.6678,1920.0774,1962.604,2001.3164,1963.4534,2027.0138,1956.6637,2015.7949,2061.3394,2181.6597,2095.66,2185.518,2193.021,2200.7659,2214.7964,2216.955
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Refineries,Mt CO2/yr,23.244415,24.546488,26.908451,31.102789,31.856764,34.12115,38.319237,45.029243,56.51024,54.26834,55.302708,46.001835,46.368225,54.186398,55.03595,57.67062,53.736008,52.410828,62.06903,65.488785,65.75475,65.66043,65.16925,64.68245,64.37587,63.72182
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Refineries,Mt N2O/yr,0.011901503,0.0128780985,0.013288237,0.01446564,0.014952552,0.015696177,0.016202006,0.018173322,0.019388974,0.019510156,0.021287514,0.024890574,0.02584765,0.026557246,0.024956312,0.02494831,0.024067052,0.023978459,0.024271492,0.024733245,0.023548506,0.024259456,0.024269454,0.024280798,0.024360003,0.024307357
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Refineries,Mt NH3/yr,0.66772485,0.673805,0.6988345,0.72589266,0.7640869,0.79332316,0.80595374,0.8538111,0.86154675,0.81349486,0.8631167,0.8839187,0.96694154,0.9695376,0.9742925,0.9800911,0.9784776,0.98915964,0.9872551,0.9886834,0.99295247,0.9919177,0.99371326,0.9956209,1.0003698,0.9997561
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Refineries,Mt NMVOC/yr,6.7741475,7.201211,7.6417737,8.040807,8.587806,9.123796,9.418661,9.787996,9.869395,9.617462,10.077296,10.292809,11.267874,11.320457,11.356362,11.505039,11.631509,11.70779,11.750855,11.790199,11.862744,11.871242,11.912915,11.95535,12.031412,12.042482
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Refineries,Mt NO/yr,1.2916266,1.5402082,1.5166495,1.5713469,1.5453361,1.5301374,1.6350346,1.7629894,1.8115686,1.8588129,2.0535412,2.03279,2.064215,2.0998614,2.0279934,1.8975267,1.7176107,1.701792,1.6710451,1.6725882,1.6787981,1.6759084,1.6776756,1.6795092,1.686012,1.6833616
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Refineries,Mt OC/yr,0.05775841,0.07798775,0.07730512,0.08298561,0.081563205,0.08320238,0.09199021,0.104602516,0.10860154,0.117521025,0.13388082,0.13291834,0.13793032,0.1408263,0.13185626,0.1227596,0.10685249,0.10955398,0.10593315,0.10612428,0.10660778,0.106509805,0.10670422,0.10689974,0.107389815,0.10729418
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Refineries,Mt SO2/yr,3.3576188,3.8836212,3.7781363,3.8730712,3.7975535,3.7325263,3.946076,4.204754,4.335666,4.541236,4.9295664,4.9737062,5.0025635,5.0566325,4.807654,4.4073052,3.9711552,3.9225545,3.8461576,3.8465655,3.8576593,3.847816,3.8486547,3.8496337,3.861302,3.8520079
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Residential,Mt BC/yr,1.2683861,1.2625706,1.2740734,1.2891674,1.2989485,1.2981726,1.294292,1.2880591,1.2915432,1.3051581,1.3133315,1.3159434,1.3153852,1.3103497,1.303804,1.2867298,1.2786583,1.2813258,1.2853763,1.284318,1.369585,1.2833914,1.282709,1.282124,1.285758,1.2812439
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Residential,Mt CH4/yr,11.339892,11.261386,11.232152,11.4499655,11.686641,11.624873,11.621185,11.5125265,11.5630245,11.664324,11.718853,11.640496,11.73837,11.667369,11.600301,11.508093,11.499459,11.463723,11.540737,11.563346,12.291194,11.622971,11.648426,11.674628,11.742987,11.7292595
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Residential,Mt CO/yr,145.51996,144.69012,145.84285,148.18759,149.56659,149.96915,149.47455,148.97778,150.0414,151.6368,152.55219,152.31636,152.80493,152.4604,151.50021,149.64119,148.54108,148.9475,149.15111,148.4609,158.18321,148.16403,147.98482,147.81706,148.14929,147.51578
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Residential,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Residential,Mt CO2/yr,2097.3953,2122.0962,2119.5918,2186.4805,2249.817,2258.1873,2253.156,2251.3594,2309.1462,2262.2153,2310.0898,2266.22,2250.5117,2326.4106,2285.1338,2308.8208,2351.4868,2390.103,2407.7476,2362.9514,2275.5356,2391.2676,2414.7478,2438.9192,2474.5103,2489.4524
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Residential,Mt CO2/yr,2311.3755,2289.3096,2311.9333,2343.8538,2351.941,2369.2349,2384.2048,2377.8765,2377.669,2367.4185,2372.4795,2353.0225,2355.9888,2362.6375,2363.1858,2342.6873,2324.7065,2342.393,2333.0676,2350.5479,2335.6519,2337.972,2369.7524,2403.0608,2445.6255,2474.5203
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Residential,Mt N2O/yr,0.21776657,0.21653955,0.21597257,0.21900615,0.22655006,0.2308923,0.23258463,0.22993591,0.23046608,0.2254428,0.23002079,0.22988957,0.22922145,0.23058331,0.2314339,0.22719061,0.22679526,0.22946067,0.22962907,0.22786933,0.23171337,0.22392803,0.2237219,0.22352767,0.2241369,0.22317444
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Residential,Mt NH3/yr,3.1166012,3.0809994,3.084623,3.1149168,3.1218014,3.1191993,3.1039815,3.134116,3.1778107,3.2336352,3.318999,3.3651783,3.3645823,3.39398,3.395375,3.3369195,3.3213644,3.3454347,3.3508136,3.352248,3.6052144,3.3561862,3.358121,3.3601985,3.3724916,3.3647773
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Residential,Mt NMVOC/yr,20.56147,20.392744,20.50101,20.77752,20.942982,20.947552,20.87166,20.876324,21.104752,21.382475,21.627512,21.728487,21.781715,21.811167,21.744436,21.433805,21.268671,21.351528,21.456594,21.393032,22.803234,21.285187,21.228617,21.173784,21.188423,21.069206
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Residential,Mt NO/yr,1.8513446,1.8616956,1.8783624,1.931551,1.9780087,1.9909267,1.9933192,2.0042248,2.0459206,2.058619,2.0798492,2.068735,2.082036,2.1079643,2.0983155,2.1035492,2.1212091,2.1536126,2.1946461,2.2030683,2.3471117,2.2225845,2.2317345,2.2412088,2.259603,2.2611485
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Residential,Mt OC/yr,5.293229,5.201704,5.1876297,5.217465,5.219091,5.1642895,5.152167,5.1295915,5.1580186,5.2305064,5.258066,5.243755,5.2704544,5.26381,5.233543,5.169942,5.139468,5.139339,5.170924,5.152118,5.4630656,5.120728,5.1039557,5.087731,5.089068,5.0568624
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Residential,Mt SO2/yr,4.647534,4.573012,4.4302416,4.4224515,4.4927955,4.3931327,4.378844,4.328564,4.4617486,4.571665,4.5004053,4.4317393,4.547554,4.461063,4.45373,4.470368,4.4880443,4.639771,4.701568,4.7025037,4.9708366,4.7168565,4.724538,4.734616,4.7654986,4.7622476
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Ships,Mt BC/yr,0.032259196,0.031807117,0.03145409,0.0310984,0.03083397,0.030399282,0.030030895,0.029692505,0.03231695,0.030715175,0.028714124,0.02822353,0.027298188,0.026911216,0.027292645,0.027685653,0.025439434,0.02536311,0.02594494,0.027769366,0.012000891,0.012856531,0.013527576,0.013527576,0.013562074,0.013527576
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Ships,Mt CH4/yr,0.15522183,0.15381268,0.15275395,0.15170117,0.15098868,0.14961997,0.14859366,0.14757138,0.13350439,0.1379162,0.103855625,0.13586919,0.12393583,0.10911854,0.07896215,0.082543164,0.09419255,0.11545992,0.14438096,0.16873465,0.19358984,0.22845787,0.21118115,0.21118115,0.21176074,0.21118115
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Ships,Mt CO/yr,1.1940745,1.1783357,1.1662142,1.1540495,1.1454277,1.1304612,1.1187987,1.1074233,1.1421478,1.1095638,1.0766464,1.061445,1.0537803,1.0403641,1.0822201,1.1357092,1.0432893,1.0713565,1.1049823,1.2313062,1.1624111,1.2846172,1.3894851,1.3894851,1.392985,1.3894851
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Ships,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_excl_short-cycle_org_C|Ships,Mt CO2/yr,967.45874,952.0239,938.84534,926.0434,916.0629,897.4352,885.0967,872.99976,785.2281,800.8573,804.33203,828.2824,820.0076,807.87805,832.92084,877.8241,835.1884,863.8918,873.5309,904.2196,822.9093,878.6586,919.4476,919.4476,921.84424,919.4476
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2_short-cycle_org_C|Ships,Mt CO2/yr,0.0049131517,0.0048997276,9.999842e-05,9.999842e-05,0.00010027239,9.999842e-05,9.999842e-05,9.999842e-05,0.012267628,0.019625045,0.01700547,0.32838076,0.2352229,0.21130641,0.19719443,0.27837744,0.27831617,0.424966,0.42583174,0.39910194,0.40912127,0.43574667,0.43586782,0.43599954,0.43733636,0.43629324
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|N2O|Ships,Mt N2O/yr,0.016371138,0.015714217,0.016154569,0.016608486,0.017864613,0.018434348,0.019636149,0.020650068,0.020285089,0.01960279,0.020795112,0.02117706,0.020171512,0.020289192,0.020878304,0.021430168,0.022014765,0.02290199,0.022950344,0.02269125,0.021899808,0.023021812,0.023070578,0.023125347,0.023248315,0.023248216
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NH3|Ships,Mt NH3/yr,0.0013546842,0.0013008784,0.0013376599,0.0013808943,0.0014814581,0.0015329479,0.0016310252,0.0017139273,0.0016856259,0.001636081,0.001734165,0.001771382,0.001687421,0.0016955175,0.00174903,0.0017843583,0.0018296144,0.0018929073,0.0019133885,0.0019137517,0.0019196789,0.0019153391,0.0019164204,0.0019176549,0.0019242892,0.0019205465
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NMVOC|Ships,Mt NMVOC/yr,0.17563963,0.17324653,0.17137179,0.16949894,0.16811292,0.16583112,0.16402596,0.16223559,0.15355322,0.15365255,0.15102945,0.15517613,0.15394399,0.15183985,0.15458128,0.1630181,0.15519784,0.16038652,0.16275455,0.16888887,0.15619922,0.16810994,0.17645772,0.17645772,0.17691904,0.17645772
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|NOx|Ships,Mt NO/yr,16.250994,15.855372,15.531296,15.195081,14.863508,14.447232,14.075462,13.740992,12.112807,12.124787,11.772797,12.121512,11.759505,11.336845,11.1994,11.716007,11.021213,11.308763,11.321778,11.491883,10.494046,11.071228,11.501827,11.501827,11.532109,11.501827
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|OC|Ships,Mt OC/yr,0.35679874,0.3518431,0.34791636,0.34395906,0.34093732,0.33615872,0.33210662,0.3282879,0.32083493,0.31769565,0.30644912,0.312345,0.30455387,0.30015224,0.30327743,0.31157887,0.295874,0.3016772,0.30561668,0.3162837,0.17059632,0.17857708,0.18551795,0.18551795,0.1859993,0.18551795
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|SO2|Ships,Mt SO2/yr,12.835164,12.611546,12.414811,12.2165785,12.066269,11.819756,11.484957,11.234368,9.9037285,10.14172,9.777488,10.352194,9.892441,9.724657,9.524431,9.888855,9.721722,9.971973,10.01067,10.027929,2.0313253,2.0754185,2.1330798,2.1330798,2.1386592,2.1330798
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|BC|Solvents,Mt BC/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CH4|Solvents,Mt CH4/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO|Solvents,Mt CO/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMS-GLOB-ANT-v6.2,historical,World,Emissions|CO2|Solvents,Mt CO2/yr,,,,,,,,,,,,,,,,,,,,,,,,,,
