year,cwatm_gfdl-esm2m_low,cwatm_gfdl-esm2m_median,cwatm_gfdl-esm2m_high,cwatm_hadgem2-es_low,cwatm_hadgem2-es_median,cwatm_hadgem2-es_high,cwatm_ipsl-cm5a-lr_low,cwatm_ipsl-cm5a-lr_median,cwatm_ipsl-cm5a-lr_high,cwatm_miroc5_low,cwatm_miroc5_median,cwatm_miroc5_high,h08_gfdl-esm2m_low,h08_gfdl-esm2m_median,h08_gfdl-esm2m_high,h08_hadgem2-es_low,h08_hadgem2-es_median,h08_hadgem2-es_high,h08_ipsl-cm5a-lr_low,h08_ipsl-cm5a-lr_median,h08_ipsl-cm5a-lr_high,h08_miroc5_low,h08_miroc5_median,h08_miroc5_high,matsiro_gfdl-esm2m_low,matsiro_gfdl-esm2m_median,matsiro_gfdl-esm2m_high,matsiro_hadgem2-es_low,matsiro_hadgem2-es_median,matsiro_hadgem2-es_high,matsiro_ipsl-cm5a-lr_low,matsiro_ipsl-cm5a-lr_median,matsiro_ipsl-cm5a-lr_high,matsiro_miroc5_low,matsiro_miroc5_median,matsiro_miroc5_high,AVERAGE_low,AVERAGE_median,AVERAGE_high
1920,-0.017193149286864183,-0.008596574643432092,0.008596574643432092,-0.01699174008656429,-0.008495870043282144,0.008495870043282144,-0.015894204549104014,-0.007947102274552007,0.007947102274552007,-0.01652418483346977,-0.008262092416734885,0.008262092416734885,-0.013841154509482034,-0.006920577254741017,0.006920577254741017,-0.01433476951740939,-0.007167384758704695,0.007167384758704695,-0.01400801598231883,-0.007004007991159415,0.007004007991159415,-0.012946544692102642,-0.006473272346051321,0.006473272346051321,-0.009723849637379028,-0.004861924818689514,0.004861924818689514,-0.01067585385401686,-0.00533792692700843,0.00533792692700843,-0.009260190796985599,-0.004630095398492799,0.004630095398492799,-0.010182388525929799,-0.005091194262964899,0.005091194262964899,-0.013464670522635535,-0.006732335261317768,0.006732335261317768
1921,-0.017893611865666233,-0.008946805932833117,0.008946805932833117,-0.01777904528630799,-0.008889522643153996,0.008889522643153996,-0.01647490649227916,-0.00823745324613958,0.00823745324613958,-0.01741020584564576,-0.00870510292282288,0.00870510292282288,-0.014406656358151458,-0.007203328179075729,0.007203328179075729,-0.014786986787353388,-0.007393493393676694,0.007393493393676694,-0.014671556022418044,-0.007335778011209022,0.007335778011209022,-0.013645526862712396,-0.006822763431356198,0.006822763431356198,-0.010142047936690544,-0.005071023968345272,0.005071023968345272,-0.011171613627583399,-0.005585806813791699,0.005585806813791699,-0.009658332932301915,-0.004829166466150957,0.004829166466150957,-0.010690646924353989,-0.0053453234621769945,0.0053453234621769945,-0.014060928078455355,-0.007030464039227678,0.007030464039227678
1922,-0.01876908424723153,-0.009384542123615764,0.009384542123615764,-0.01838301871294187,-0.009191509356470935,0.009191509356470935,-0.017216339741180958,-0.008608169870590479,0.008608169870590479,-0.01803675826288529,-0.009018379131442645,0.009018379131442645,-0.01513850773987265,-0.007569253869936325,0.007569253869936325,-0.015333629636548298,-0.007666814818274149,0.007666814818274149,-0.01524021800686057,-0.007620109003430285,0.007620109003430285,-0.014239812507579056,-0.007119906253789528,0.007119906253789528,-0.010625898823995441,-0.005312949411997721,0.005312949411997721,-0.011598010323124857,-0.005799005161562429,0.005799005161562429,-0.01008763772363334,-0.00504381886181667,0.00504381886181667,-0.011075166115075705,-0.0055375830575378525,0.0055375830575378525,-0.014645340153410796,-0.007322670076705398,0.007322670076705398
1923,-0.019442040681314103,-0.009721020340657052,0.009721020340657052,-0.019120958329147765,-0.009560479164573882,0.009560479164573882,-0.017763969863639217,-0.008881984931819608,0.008881984931819608,-0.01867636901359115,-0.009338184506795575,0.009338184506795575,-0.01571401935783652,-0.00785700967891826,0.00785700967891826,-0.01598305830081165,-0.007991529150405826,0.007991529150405826,-0.01568466032811571,-0.007842330164057856,0.007842330164057856,-0.01492925773245277,-0.007464628866226385,0.007464628866226385,-0.011099323481808738,-0.005549661740904369,0.005549661740904369,-0.012103585183311064,-0.006051792591655532,0.006051792591655532,-0.010411380662698016,-0.005205690331349008,0.005205690331349008,-0.011498773957702168,-0.005749386978851084,0.005749386978851084,-0.015202283074369069,-0.007601141537184534,0.007601141537184534
1924,-0.020088938068039987,-0.010044469034019994,0.010044469034019994,-0.019796031705183934,-0.009898015852591967,0.009898015852591967,-0.018228964690042523,-0.009114482345021262,0.009114482345021262,-0.019457631967643375,-0.009728815983821687,0.009728815983821687,-0.016233386597622315,-0.008116693298811158,0.008116693298811158,-0.016551384466874642,-0.008275692233437321,0.008275692233437321,-0.016143609060219888,-0.008071804530109944,0.008071804530109944,-0.015527586882329527,-0.007763793441164763,0.007763793441164763,-0.011506057856204926,-0.005753028928102463,0.005753028928102463,-0.0125554323599784,-0.0062777161799892,0.0062777161799892,-0.010773428274712928,-0.005386714137356464,0.005386714137356464,-0.011947797760070922,-0.005973898880035461,0.005973898880035461,-0.015734187474076948,-0.007867093737038474,0.007867093737038474
1925,-0.02070672303929442,-0.01035336151964721,0.01035336151964721,-0.02044068479119834,-0.01022034239559917,0.01022034239559917,-0.018813809482443496,-0.009406904741221748,0.009406904741221748,-0.020016898682952616,-0.010008449341476308,0.010008449341476308,-0.016724582213765094,-0.008362291106882547,0.008362291106882547,-0.01725011081725747,-0.008625055408628735,0.008625055408628735,-0.016700730605233673,-0.008350365302616836,0.008350365302616836,-0.01597922921072434,-0.00798961460536217,0.00798961460536217,-0.011850319420642071,-0.005925159710321036,0.005925159710321036,-0.012991129412476328,-0.006495564706238164,0.006495564706238164,-0.01108432263500122,-0.00554216131750061,0.00554216131750061,-0.012334131128550184,-0.006167065564275092,0.006167065564275092,-0.01624105595329494,-0.00812052797664747,0.00812052797664747
1926,-0.0216031821289368,-0.0108015910644684,0.0108015910644684,-0.020722647514942287,-0.010361323757471144,0.010361323757471144,-0.019454631041661927,-0.009727315520830964,0.009727315520830964,-0.02074262436978308,-0.01037131218489154,0.01037131218489154,-0.017435482033355373,-0.008717741016677686,0.008717741016677686,-0.01769501029963094,-0.00884750514981547,0.00884750514981547,-0.017280952544561804,-0.008640476272280902,0.008640476272280902,-0.016626480449927795,-0.008313240224963898,0.008313240224963898,-0.012358349068558632,-0.006179174534279316,0.006179174534279316,-0.013263079163839888,-0.006631539581919944,0.006631539581919944,-0.011494248924450822,-0.005747124462225411,0.005747124462225411,-0.012799558369572124,-0.006399779184786062,0.006399779184786062,-0.01678968715910179,-0.008394843579550894,0.008394843579550894
1927,-0.0221751147059331,-0.01108755735296655,0.01108755735296655,-0.021409475569235486,-0.010704737784617743,0.010704737784617743,-0.019976682577315438,-0.009988341288657719,0.009988341288657719,-0.02133052722916113,-0.010665263614580565,0.010665263614580565,-0.018070822648265518,-0.009035411324132759,0.009035411324132759,-0.018372715480145643,-0.009186357740072822,0.009186357740072822,-0.017727675764371262,-0.008863837882185631,0.008863837882185631,-0.01724737463275222,-0.00862368731637611,0.00862368731637611,-0.01278105558012618,-0.00639052779006309,0.00639052779006309,-0.013705673934215174,-0.006852836967107587,0.006852836967107587,-0.01186391280551624,-0.00593195640275812,0.00593195640275812,-0.013234445123604256,-0.006617222561802128,0.006617222561802128,-0.01732462300422014,-0.00866231150211007,0.00866231150211007
1928,-0.022436759488810822,-0.011218379744405411,0.011218379744405411,-0.022001329695794245,-0.011000664847897123,0.011000664847897123,-0.020598746137412565,-0.010299373068706283,0.010299373068706283,-0.02175527517970877,-0.010877637589854385,0.010877637589854385,-0.018323824435483898,-0.009161912217741949,0.009161912217741949,-0.018875839771770733,-0.009437919885885366,0.009437919885885366,-0.018236903495807047,-0.009118451747903523,0.009118451747903523,-0.01752991296135292,-0.00876495648067646,0.00876495648067646,-0.013121268509138896,-0.006560634254569448,0.006560634254569448,-0.0141311045866639,-0.00706555229333195,0.00706555229333195,-0.012244519318113208,-0.006122259659056604,0.006122259659056604,-0.013550845449426592,-0.006775422724713296,0.006775422724713296,-0.017733860752456965,-0.008866930376228483,0.008866930376228483
1929,-0.022869430117209807,-0.011434715058604904,0.011434715058604904,-0.022518789824416945,-0.011259394912208473,0.011259394912208473,-0.021256208960230616,-0.010628104480115308,0.010628104480115308,-0.022449367613411642,-0.011224683806705821,0.011224683806705821,-0.018796397919324435,-0.009398198959662218,0.009398198959662218,-0.01941590972725982,-0.00970795486362991,0.00970795486362991,-0.01883941052752999,-0.009419705263764995,0.009419705263764995,-0.01814690476188764,-0.00907345238094382,0.00907345238094382,-0.01350236813534064,-0.00675118406767032,0.00675118406767032,-0.014544875013885737,-0.007272437506942868,0.007272437506942868,-0.012692922884162518,-0.006346461442081259,0.006346461442081259,-0.014008400337303174,-0.007004200168651587,0.007004200168651587,-0.01825341548516358,-0.00912670774258179,0.00912670774258179
1930,-0.023367650459826233,-0.011683825229913116,0.011683825229913116,-0.023259572985870516,-0.011629786492935258,0.011629786492935258,-0.021743360052690574,-0.010871680026345287,0.010871680026345287,-0.023037415197978275,-0.011518707598989137,0.011518707598989137,-0.019317393853556526,-0.009658696926778263,0.009658696926778263,-0.020034901410191288,-0.010017450705095644,0.010017450705095644,-0.01937652518528671,-0.009688262592643356,0.009688262592643356,-0.018735102033030658,-0.009367551016515329,0.009367551016515329,-0.013846800387483127,-0.006923400193741563,0.006923400193741563,-0.01498537046273358,-0.00749268523136679,0.00749268523136679,-0.013024937744940424,-0.006512468872470212,0.006512468872470212,-0.014457064140242153,-0.007228532070121077,0.007228532070121077,-0.018765507826152505,-0.009382753913076252,0.009382753913076252
1931,-0.023886539895813463,-0.011943269947906732,0.011943269947906732,-0.023576667520301787,-0.011788333760150893,0.011788333760150893,-0.02231247039384145,-0.011156235196920725,0.011156235196920725,-0.02359867280074918,-0.01179933640037459,0.01179933640037459,-0.019709314059387643,-0.009854657029693821,0.009854657029693821,-0.020368814755034447,-0.010184407377517224,0.010184407377517224,-0.01984400850393301,-0.009922004251966505,0.009922004251966505,-0.019263824418171132,-0.009631912209085566,0.009631912209085566,-0.014164115416549512,-0.007082057708274756,0.007082057708274756,-0.015241200577078576,-0.007620600288539288,0.007620600288539288,-0.013448683180584581,-0.006724341590292291,0.006724341590292291,-0.014892836202991694,-0.007446418101495847,0.007446418101495847,-0.019192262310369707,-0.009596131155184854,0.009596131155184854
1932,-0.02466036132733832,-0.01233018066366916,0.01233018066366916,-0.024146072564892717,-0.012073036282446358,0.012073036282446358,-0.022793452400438827,-0.011396726200219413,0.011396726200219413,-0.024049777980205148,-0.012024888990102574,0.012024888990102574,-0.020344855817578035,-0.010172427908789018,0.010172427908789018,-0.020977848641913033,-0.010488924320956517,0.010488924320956517,-0.0203527476401533,-0.01017637382007665,0.01017637382007665,-0.01979410368242886,-0.00989705184121443,0.00989705184121443,-0.01465471590389578,-0.00732735795194789,0.00732735795194789,-0.01559296605932871,-0.007796483029664355,0.007796483029664355,-0.01377232743831904,-0.00688616371915952,0.00688616371915952,-0.015234794294642915,-0.007617397147321458,0.007617397147321458,-0.019697835312594558,-0.009848917656297279,0.009848917656297279
1933,-0.025052939379202357,-0.012526469689601178,0.012526469689601178,-0.024821192904013654,-0.012410596452006827,0.012410596452006827,-0.023233373073486968,-0.011616686536743484,0.011616686536743484,-0.024615345306814942,-0.012307672653407471,0.012307672653407471,-0.021022084363343702,-0.010511042181671851,0.010511042181671851,-0.021591945673254634,-0.010795972836627317,0.010795972836627317,-0.02079890727435975,-0.010399453637179874,0.010399453637179874,-0.0202743513288514,-0.0101371756644257,0.0101371756644257,-0.014978916816815083,-0.007489458408407541,0.007489458408407541,-0.015978209911103353,-0.007989104955551676,0.007989104955551676,-0.014093172934616892,-0.007046586467308446,0.007046586467308446,-0.015619619347774607,-0.007809809673887304,0.007809809673887304,-0.02017333819280311,-0.010086669096401555,0.010086669096401555
1934,-0.025577507100998056,-0.012788753550499028,0.012788753550499028,-0.025246595544559533,-0.012623297772279767,0.012623297772279767,-0.02364294680892928,-0.01182147340446464,0.01182147340446464,-0.025195585103258592,-0.012597792551629296,0.012597792551629296,-0.021544249802767913,-0.010772124901383956,0.010772124901383956,-0.021784225787098647,-0.010892112893549324,0.010892112893549324,-0.021213772810290438,-0.010606886405145219,0.010606886405145219,-0.020679839424515945,-0.010339919712257973,0.010339919712257973,-0.015351473697233485,-0.007675736848616743,0.007675736848616743,-0.016264807628476034,-0.008132403814238017,0.008132403814238017,-0.014401065779161056,-0.007200532889580528,0.007200532889580528,-0.01602757077994439,-0.008013785389972196,0.008013785389972196,-0.02057747002226945,-0.010288735011134725,0.010288735011134725
1935,-0.026163934705419518,-0.013081967352709759,0.013081967352709759,-0.025805242084573167,-0.012902621042286583,0.012902621042286583,-0.02394263715480165,-0.011971318577400825,0.011971318577400825,-0.025954779621625037,-0.012977389810812518,0.012977389810812518,-0.02205331443728811,-0.011026657218644055,0.011026657218644055,-0.022164942980956743,-0.011082471490478371,0.011082471490478371,-0.021565238864248444,-0.010782619432124222,0.010782619432124222,-0.021189410996154345,-0.010594705498077173,0.010594705498077173,-0.01576999610342061,-0.007884998051710305,0.007884998051710305,-0.01654780667808268,-0.00827390333904134,0.00827390333904134,-0.014647214758247576,-0.007323607379123788,0.007323607379123788,-0.016514528807319576,-0.008257264403659788,0.008257264403659788,-0.021026587266011452,-0.010513293633005726,0.010513293633005726
1936,-0.0268085202084783,-0.01340426010423915,0.01340426010423915,-0.026125197836920917,-0.013062598918460459,0.013062598918460459,-0.02451608464015815,-0.012258042320079075,0.012258042320079075,-0.02651140597524979,-0.013255702987624894,0.013255702987624894,-0.02270081943037561,-0.011350409715187805,0.011350409715187805,-0.02254377686010659,-0.011271888430053296,0.011271888430053296,-0.022133214263731486,-0.011066607131865743,0.011066607131865743,-0.02174542411964982,-0.01087271205982491,0.01087271205982491,-0.01624141956441806,-0.00812070978220903,0.00812070978220903,-0.01687892555140433,-0.008439462775702166,0.008439462775702166,-0.015085893921235827,-0.007542946960617913,0.007542946960617913,-0.016935845110594226,-0.008467922555297113,0.008467922555297113,-0.021518877290193594,-0.010759438645096797,0.010759438645096797
1937,-0.02721914969399131,-0.013609574846995655,0.013609574846995655,-0.026599073548439083,-0.013299536774219542,0.013299536774219542,-0.024938733405350848,-0.012469366702675424,0.012469366702675424,-0.027045417132031718,-0.013522708566015859,0.013522708566015859,-0.023205293865886684,-0.011602646932943342,0.011602646932943342,-0.02292031811519051,-0.011460159057595254,0.011460159057595254,-0.02260439772245021,-0.011302198861225105,0.011302198861225105,-0.022316822292634868,-0.011158411146317434,0.011158411146317434,-0.016639779365182728,-0.008319889682591364,0.008319889682591364,-0.01724387894633056,-0.00862193947316528,0.00862193947316528,-0.01544871913645742,-0.00772435956822871,0.00772435956822871,-0.017415302927868984,-0.008707651463934492,0.008707651463934492,-0.02196640717931791,-0.010983203589658956,0.010983203589658956
1938,-0.027552074119351976,-0.013776037059675988,0.013776037059675988,-0.026840414166651273,-0.013420207083325636,0.013420207083325636,-0.02546422357081119,-0.012732111785405596,0.012732111785405596,-0.0276130698895463,-0.01380653494477315,0.01380653494477315,-0.02347249229453529,-0.011736246147267645,0.011736246147267645,-0.023284963439100817,-0.011642481719550409,0.011642481719550409,-0.02308067658190144,-0.01154033829095072,0.01154033829095072,-0.02281629574411382,-0.01140814787205691,0.01140814787205691,-0.016981161878610738,-0.008490580939305369,0.008490580939305369,-0.01748468969901094,-0.00874234484950547,0.00874234484950547,-0.015782607310826747,-0.007891303655413373,0.007891303655413373,-0.01785313783827599,-0.008926568919137994,0.008926568919137994,-0.022352150544394708,-0.011176075272197354,0.011176075272197354
1939,-0.02777129402767445,-0.013885647013837226,0.013885647013837226,-0.02742088739403772,-0.01371044369701886,0.01371044369701886,-0.026174927274867615,-0.013087463637433808,0.013087463637433808,-0.02823114420004661,-0.014115572100023305,0.014115572100023305,-0.023745580708424845,-0.011872790354212423,0.011872790354212423,-0.023831121017021208,-0.011915560508510604,0.011915560508510604,-0.023587960895153214,-0.011793980447576607,0.011793980447576607,-0.023343206204603242,-0.011671603102301621,0.011671603102301621,-0.017355882431007944,-0.008677941215503972,0.008677941215503972,-0.017832810782768774,-0.008916405391384387,0.008916405391384387,-0.016207534581323565,-0.008103767290661782,0.008103767290661782,-0.018272209296357735,-0.009136104648178867,0.009136104648178867,-0.022814546567773913,-0.011407273283886956,0.011407273283886956
1940,-0.028342160812286264,-0.014171080406143132,0.014171080406143132,-0.02778995390972298,-0.01389497695486149,0.01389497695486149,-0.026812992562183564,-0.013406496281091782,0.013406496281091782,-0.028850150364866628,-0.014425075182433314,0.014425075182433314,-0.02417504057932374,-0.01208752028966187,0.01208752028966187,-0.02426392546933292,-0.01213196273466646,0.01213196273466646,-0.02415715943652726,-0.01207857971826363,0.01207857971826363,-0.023899162651313435,-0.011949581325656718,0.011949581325656718,-0.017715869312423537,-0.008857934656211769,0.008857934656211769,-0.018188083915320064,-0.009094041957660032,0.009094041957660032,-0.016716831338617292,-0.008358415669308646,0.008358415669308646,-0.01876111907689823,-0.009380559538449115,0.009380559538449115,-0.023306037452401323,-0.011653018726200661,0.011653018726200661
1941,-0.029074512137678487,-0.014537256068839243,0.014537256068839243,-0.028257699173550966,-0.014128849586775483,0.014128849586775483,-0.02735533014921955,-0.013677665074609775,0.013677665074609775,-0.029117506978362764,-0.014558753489181382,0.014558753489181382,-0.024648189888424467,-0.012324094944212233,0.012324094944212233,-0.024711985729524082,-0.012355992864762041,0.012355992864762041,-0.024624206043666635,-0.012312103021833318,0.012312103021833318,-0.02422644549517139,-0.012113222747585695,0.012113222747585695,-0.018143772957573315,-0.009071886478786657,0.009071886478786657,-0.018480699071088593,-0.009240349535544297,0.009240349535544297,-0.017156697799048017,-0.008578348899524009,0.008578348899524009,-0.019124810244027332,-0.009562405122013666,0.009562405122013666,-0.02374348797227797,-0.011871743986138985,0.011871743986138985
1942,-0.029522220530835426,-0.014761110265417713,0.014761110265417713,-0.028828026577405932,-0.014414013288702966,0.014414013288702966,-0.02768354946438003,-0.013841774732190015,0.013841774732190015,-0.029702161604397394,-0.014851080802198697,0.014851080802198697,-0.024999980146959856,-0.012499990073479928,0.012499990073479928,-0.025151120833234668,-0.012575560416617334,0.012575560416617334,-0.025037539403595172,-0.012518769701797586,0.012518769701797586,-0.024728448488502,-0.012364224244251,0.012364224244251,-0.01841601622224096,-0.00920800811112048,0.00920800811112048,-0.01891288551336781,-0.009456442756683905,0.009456442756683905,-0.01752366642411233,-0.008761833212056164,0.008761833212056164,-0.019570803391784103,-0.009785401695892051,0.009785401695892051,-0.024173034883401306,-0.012086517441700653,0.012086517441700653
1943,-0.03003858841770836,-0.01501929420885418,0.01501929420885418,-0.029223282319409426,-0.014611641159704713,0.014611641159704713,-0.028257458684595175,-0.014128729342297587,0.014128729342297587,-0.03024046644755317,-0.015120233223776584,0.015120233223776584,-0.02541363911723759,-0.012706819558618795,0.012706819558618795,-0.02544534395361746,-0.01272267197680873,0.01272267197680873,-0.025631568977558927,-0.012815784488779463,0.012815784488779463,-0.025181885936509774,-0.012590942968254887,0.012590942968254887,-0.018818341423203128,-0.009409170711601564,0.009409170711601564,-0.01915961092130686,-0.00957980546065343,0.00957980546065343,-0.01797680988643459,-0.008988404943217294,0.008988404943217294,-0.01999367462621932,-0.00999683731310966,0.00999683731310966,-0.024615055892612814,-0.012307527946306407,0.012307527946306407
1944,-0.030707775726333483,-0.015353887863166741,0.015353887863166741,-0.029763403259697858,-0.014881701629848929,0.014881701629848929,-0.028817710707227422,-0.014408855353613711,0.014408855353613711,-0.03069238130343654,-0.01534619065171827,0.01534619065171827,-0.025795509029959685,-0.012897754514979843,0.012897754514979843,-0.0259480537734245,-0.01297402688671225,0.01297402688671225,-0.02612607827428379,-0.013063039137141895,0.013063039137141895,-0.02569188394527066,-0.01284594197263533,0.01284594197263533,-0.01925796155484212,-0.00962898077742106,0.00962898077742106,-0.01955607263862947,-0.009778036319314735,0.009778036319314735,-0.01841593499539102,-0.00920796749769551,0.00920796749769551,-0.020434357723627443,-0.010217178861813721,0.010217178861813721,-0.025100593577676997,-0.012550296788838499,0.012550296788838499
1945,-0.031201857247085907,-0.015600928623542953,0.015600928623542953,-0.03033128631522346,-0.01516564315761173,0.01516564315761173,-0.029218550798299794,-0.014609275399149897,0.014609275399149897,-0.03130787312939436,-0.01565393656469718,0.01565393656469718,-0.026343889482292368,-0.013171944741146184,0.013171944741146184,-0.02648772683404392,-0.01324386341702196,0.01324386341702196,-0.026497230131892546,-0.013248615065946273,0.013248615065946273,-0.02625689110534844,-0.01312844555267422,0.01312844555267422,-0.019711704521877406,-0.009855852260938703,0.009855852260938703,-0.020050541074163743,-0.010025270537081871,0.010025270537081871,-0.01894106623980579,-0.009470533119902895,0.009470533119902895,-0.02087453274784685,-0.010437266373923426,0.010437266373923426,-0.025601929135606216,-0.012800964567803108,0.012800964567803108
1946,-0.031598033956191644,-0.015799016978095822,0.015799016978095822,-0.03104925324822415,-0.015524626624112074,0.015524626624112074,-0.02962129960244,-0.01481064980122,0.01481064980122,-0.03187289199194423,-0.015936445995972114,0.015936445995972114,-0.026681087054714142,-0.013340543527357071,0.013340543527357071,-0.026788140358985624,-0.013394070179492812,0.013394070179492812,-0.026909005940999722,-0.013454502970499861,0.013454502970499861,-0.026690705986053106,-0.013345352993026553,0.013345352993026553,-0.020094951025038825,-0.010047475512519412,0.010047475512519412,-0.02061526714880682,-0.01030763357440341,0.01030763357440341,-0.01927970140472055,-0.009639850702360274,0.009639850702360274,-0.02135769804999994,-0.01067884902499997,0.01067884902499997,-0.026046502980676563,-0.013023251490338282,0.013023251490338282
1947,-0.032099023309205874,-0.016049511654602937,0.016049511654602937,-0.03157702161348836,-0.01578851080674418,0.01578851080674418,-0.02984872164066341,-0.014924360820331705,0.014924360820331705,-0.03251865819764742,-0.01625932909882371,0.01625932909882371,-0.027000140458105823,-0.013500070229052911,0.013500070229052911,-0.027245459860592548,-0.013622729930296274,0.013622729930296274,-0.027242529351606728,-0.013621264675803364,0.013621264675803364,-0.027197073463096168,-0.013598536731548084,0.013598536731548084,-0.020518132606288216,-0.010259066303144108,0.010259066303144108,-0.021087082003312954,-0.010543541001656477,0.010543541001656477,-0.019611979250179334,-0.009805989625089667,0.009805989625089667,-0.02185479873813225,-0.010927399369066126,0.010927399369066126,-0.026483385041026587,-0.013241692520513293,0.013241692520513293
1948,-0.03296878854040591,-0.016484394270202957,0.016484394270202957,-0.03219235390194725,-0.016096176950973626,0.016096176950973626,-0.03065290255880555,-0.015326451279402775,0.015326451279402775,-0.03314612789753142,-0.01657306394876571,0.01657306394876571,-0.027675567811038367,-0.013837783905519183,0.013837783905519183,-0.027806838092495612,-0.013903419046247806,0.013903419046247806,-0.0280257240918389,-0.01401286204591945,0.01401286204591945,-0.027818356760513738,-0.013909178380256869,0.013909178380256869,-0.02098454996779759,-0.010492274983898795,0.010492274983898795,-0.021605730967345187,-0.010802865483672593,0.010802865483672593,-0.020171654848415616,-0.010085827424207808,0.010085827424207808,-0.022395873572063123,-0.011197936786031561,0.011197936786031561,-0.02712037241751652,-0.01356018620875826,0.01356018620875826
1949,-0.033619412174080994,-0.016809706087040497,0.016809706087040497,-0.03272694560761252,-0.01636347280380626,0.01636347280380626,-0.031118852776425517,-0.015559426388212758,0.015559426388212758,-0.03354029300580039,-0.016770146502900193,0.016770146502900193,-0.028164652269504785,-0.014082326134752392,0.014082326134752392,-0.028124136919056953,-0.014062068459528477,0.014062068459528477,-0.028621564775804516,-0.014310782387902258,0.014310782387902258,-0.028266321656532156,-0.014133160828266078,0.014133160828266078,-0.021424344782432818,-0.010712172391216409,0.010712172391216409,-0.022134921603759444,-0.011067460801879722,0.011067460801879722,-0.020541780495676846,-0.010270890247838423,0.010270890247838423,-0.022880631646448504,-0.011440315823224252,0.011440315823224252,-0.02759698814276129,-0.013798494071380644,0.013798494071380644
1950,-0.03413231014381872,-0.01706615507190936,0.01706615507190936,-0.033086612231879066,-0.016543306115939533,0.016543306115939533,-0.03190820986657778,-0.01595410493328889,0.01595410493328889,-0.0341675027435494,-0.0170837513717747,0.0170837513717747,-0.02860505840900474,-0.01430252920450237,0.01430252920450237,-0.028647621069377127,-0.014323810534688564,0.014323810534688564,-0.029323455051292,-0.014661727525646,0.014661727525646,-0.02882533800615598,-0.01441266900307799,0.01441266900307799,-0.021837584452231003,-0.010918792226115501,0.010918792226115501,-0.022691041940098786,-0.011345520970049393,0.011345520970049393,-0.021115710899380757,-0.010557855449690378,0.010557855449690378,-0.023349204632215688,-0.011674602316107844,0.011674602316107844,-0.028140804120465088,-0.014070402060232544,0.014070402060232544
1951,-0.03491669882683073,-0.017458349413415366,0.017458349413415366,-0.03369082965259893,-0.016845414826299466,0.016845414826299466,-0.0323895909943611,-0.01619479549718055,0.01619479549718055,-0.03493830448502021,-0.017469152242510104,0.017469152242510104,-0.029309414805916454,-0.014654707402958227,0.014654707402958227,-0.029363602206043025,-0.014681801103021513,0.014681801103021513,-0.029807259056734977,-0.014903629528367488,0.014903629528367488,-0.02956070741541094,-0.01478035370770547,0.01478035370770547,-0.022477477048337642,-0.011238738524168821,0.011238738524168821,-0.02330769007455291,-0.011653845037276456,0.011653845037276456,-0.02154078636922972,-0.01077039318461486,0.01077039318461486,-0.02393214743900264,-0.01196607371950132,0.01196607371950132,-0.028769542364503273,-0.014384771182251637,0.014384771182251637
1952,-0.03528238640660481,-0.017641193203302406,0.017641193203302406,-0.03423081505250374,-0.01711540752625187,0.01711540752625187,-0.03287613508660265,-0.016438067543301325,0.016438067543301325,-0.03587197543564172,-0.01793598771782086,0.01793598771782086,-0.029766339081265643,-0.014883169540632821,0.014883169540632821,-0.029837850152688382,-0.014918925076344191,0.014918925076344191,-0.03041584409008101,-0.015207922045040505,0.015207922045040505,-0.030348339750613573,-0.015174169875306787,0.015174169875306787,-0.022891246168165926,-0.011445623084082963,0.011445623084082963,-0.023903751908398777,-0.011951875954199389,0.011951875954199389,-0.02206300406687913,-0.011031502033439566,0.011031502033439566,-0.024636445152589687,-0.012318222576294844,0.012318222576294844,-0.029343677696002917,-0.014671838848001459,0.014671838848001459
1953,-0.03593059566651989,-0.017965297833259945,0.017965297833259945,-0.03495869494060099,-0.017479347470300496,0.017479347470300496,-0.03372674551824497,-0.016863372759122485,0.016863372759122485,-0.0365149854391535,-0.01825749271957675,0.01825749271957675,-0.030194020065574412,-0.015097010032787206,0.015097010032787206,-0.030544338016401867,-0.015272169008200933,0.015272169008200933,-0.031055540211135137,-0.015527770105567568,0.015527770105567568,-0.030942426308990786,-0.015471213154495393,0.015471213154495393,-0.023499601047771584,-0.011749800523885792,0.011749800523885792,-0.02450331532471482,-0.01225165766235741,0.01225165766235741,-0.022730664637090885,-0.011365332318545442,0.011365332318545442,-0.02522366212018001,-0.012611831060090005,0.012611831060090005,-0.029985382441364908,-0.014992691220682454,0.014992691220682454
1954,-0.03642185933720778,-0.01821092966860389,0.01821092966860389,-0.03579584551758457,-0.017897922758792286,0.017897922758792286,-0.03451384691805611,-0.017256923459028056,0.017256923459028056,-0.03711202512690287,-0.018556012563451435,0.018556012563451435,-0.03056641940557253,-0.015283209702786266,0.015283209702786266,-0.03167302049304665,-0.015836510246523324,0.015836510246523324,-0.03185512817139955,-0.015927564085699775,0.015927564085699775,-0.031604187324971285,-0.015802093662485642,0.015802093662485642,-0.02403985604614382,-0.01201992802307191,0.01201992802307191,-0.02533591889614626,-0.01266795944807313,0.01266795944807313,-0.02342939989433898,-0.01171469994716949,0.01171469994716949,-0.02580141693953705,-0.012900708469768525,0.012900708469768525,-0.030679077005908953,-0.015339538502954476,0.015339538502954476
