year,cmip5-hist,rcp26,rcp45,rcp60,rcp85,cmip6-hist,cmip6-hist-low,cmip6-hist-high,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534,ssp585,gcb-2024,gcb-2025,cmip7-hist,scen7-h,scen7-vl
1741,0.00077568996,,,,,0.0007378336,0.0008390671,0.00063067913,,,,,,,,,0.0009226693,0.0008351794,0.00092267647,,
1742,0.000689656,,,,,0.0006572502,0.00074761914,0.0005625804,,,,,,,,,0.0008219352,0.00074446644,0.00082194107,,
1743,0.0006036232,,,,,0.00057668815,0.00065617193,0.0004944905,,,,,,,,,0.0007212111,0.0006537471,0.0007212168,,
1744,0.00051758706,,,,,0.00049613236,0.0005647317,0.0004263845,,,,,,,,,0.0006204944,0.00056304055,0.0006205002,,
1745,0.00043154287,,,,,0.00041551766,0.00047328984,0.0003582907,,,,,,,,,0.0005197838,0.0004723365,0.0005197891,,
1746,0.0003455046,,,,,0.0003349447,0.0003818444,0.00029016263,,,,,,,,,0.00041905686,0.00038163172,0.00041906125,,
1747,0.00025947066,,,,,0.00025439565,0.00029041126,0.00022206252,,,,,,,,,0.00031834055,0.00029091863,0.00031834433,,
1748,0.00017342309,,,,,0.00017381049,0.00019894696,0.00015395404,,,,,,,,,0.00021761496,0.00020020935,0.000217618,,
1749,8.739077e-05,,,,,9.321199e-05,0.00010749923,8.585809e-05,,,,,,,,,0.00011690019,0.000109500594,0.00011690139,,
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,-8.873283e-05,,,,,-0.00010588028,-0.00012357163,-0.00010365632,,,,,,,,,-0.00013307847,-0.00012829027,-0.00013307885,,
1752,-0.00017745155,,,,,-0.00021178676,-0.000247142,-0.00020730155,,,,,,,,,-0.00026615764,-0.00025658088,-0.00026615793,,
1753,-0.0002662023,,,,,-0.00031768007,-0.00037072116,-0.00031098106,,,,,,,,,-0.00039922763,-0.00038486766,-0.0003992282,,
