YYYY,CO2,CH4,N2O,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-43-10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,CFC-13,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon-1211,Halon-1301,Halon-2402,n-C4F10,n-C5F12,n-C6F14,i-C6F14,C7F16,C8F18,CFC-112,CFC-112a,CFC-113a,CFC-114a,HCFC-133a,HCFC-31,HCFC-124
1859,286.72776934372683,819.789713845324,273.03874235652,0.0,0.0,0.0002412435462702,0.0,0.0,0.0,4.3665798035e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.32257888831e-05,34.0499999968404,9.45953158158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,286.9128387542145,821.7106412517489,273.206830021785,0.0,0.0,0.0002437829520205,0.0,0.0,0.0,4.4125438014e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.34728717435e-05,34.0499999968403,0.0001054334031287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,287.09790816470115,823.8025281308301,273.397897423377,0.0,0.0,0.0002463223577707,0.0,0.0,0.0,4.4585077993e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.3719954604e-05,34.0499999968401,0.0001163600754416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,287.25594818218406,826.4373837599111,273.580969219501,0.0,0.0,0.0002488617635209,0.0,0.0,0.0,4.5044717973e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.39670374645e-05,34.0500999968399,0.0001273816227544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,287.4179891606641,829.579258431961,273.743044921875,0.0,0.0,0.0002514011692711,0.0,0.0,0.0,4.5504357952e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.42141203249e-05,34.0500999968397,0.0001385043350673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,287.5800301391441,833.022036424324,273.899139178936,0.0,0.0,0.0002539405750213,0.0,0.0,0.0,4.5963997931e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.44612031854e-05,34.0500999968396,0.0001497345023802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,287.7431095349834,836.3169872682489,274.066189246544,0.0,0.0,0.0002564799807715,0.0,0.0,0.0,4.6423637911e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.47082860458e-05,34.0500999968394,0.0001610784596931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,287.9011495524652,839.7897945574861,274.2412654372,0.0,0.0,0.0002590193865217,0.0,0.0,0.0,4.688327789e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.49553689063e-05,34.0500999968392,0.0001725424170059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,288.06618361627324,843.4275798740671,274.413350905198,0.0,0.0,0.000261558792272,0.0,0.0,0.0,4.7342917869e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.52024517668e-05,34.0501999968391,0.0001841327743188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,288.20724245577605,846.686458940648,274.598436861478,0.0,0.0,0.0002640981980222,0.0,0.0,0.0,4.7802557848e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.54495346272e-05,34.0501999968389,0.0001958557316317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,288.31824827526043,849.572230097073,274.775496694712,0.0,0.0,0.0002666376037724,0.0,0.0,0.0,4.8262197828e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.56966174877e-05,34.0501999968387,0.0002077176389446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,288.4392717680846,851.8820124839671,274.941600717398,0.0,0.0,0.0002691770095226,0.0,0.0,0.0,4.8721837807e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.59437003481e-05,34.0501999968385,0.0002197247962574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,288.5692745168895,853.444907663829,275.131661038912,0.0,0.0,0.0002717164152728,0.0,0.0,0.0,4.9181477786e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.61907832086e-05,34.0502999968383,0.0002318834535703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,288.73033816138616,854.6896876093169,275.313725754958,0.0,0.0,0.000274255821023,0.0,0.0,0.0,4.9641117766e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.64378660691e-05,34.0502999968382,0.0002441999608832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1873,288.91739278152846,855.629780054804,275.492830265925,0.0,0.0,0.0002767952267732,0.0,0.0,0.0,5.0100757745e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.66849489295e-05,34.050299996838,0.000256680568196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1874,289.10948678002904,857.2864862698231,275.665892296424,0.0,0.0,0.0002793346325234,0.0,0.0,0.0,5.0560397724e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.693203179e-05,34.0503999968379,0.0002693315755089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,289.3305648395031,858.9403238324979,275.841975567157,0.0,0.0,0.0002818740382737,0.0,0.0,0.0,5.1020037704e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.71791146504e-05,34.0503999968377,0.0002821592828218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,289.5506655649928,860.33525026236,275.999046386719,0.0,0.0,0.0002844134440239,0.0,0.0,0.0,5.1479677683e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.74261975109e-05,34.0504999968375,0.0002951699901346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1877,289.77378991749634,861.8600595047219,276.13512111253,0.0,0.0,0.0002869528497741,0.0,0.0,0.0,5.1939317662e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.76732803713e-05,34.0504999968373,0.0003083699974475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878,290.0058935259825,863.624981051772,276.280198523888,0.0,0.0,0.0002894922555243,0.0,0.0,0.0,5.2398957642e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.79203632318e-05,34.0505999968371,0.0003217655547604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,290.2249863758,865.7738137316351,276.418287409856,0.0,0.0,0.0002920316612745,0.0,0.0,0.0,5.2858597621e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.81674460923e-05,34.050599996837,0.0003353630120733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,290.46509190628245,868.1916283450911,276.557352858323,0.0,0.0,0.0002945710670247,0.0,0.0,0.0,5.33182376e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.84145289527e-05,34.0506999968368,0.0003491686693861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,290.7232170321021,870.484503993703,276.673438570463,0.0,0.0,0.0002971104727749,0.0,0.0,0.0,5.377787758e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.86616118132e-05,34.0506999968366,0.000363188776699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,290.99636866793105,872.7553459509089,276.792515005258,0.0,0.0,0.0002996498785252,0.0,0.0,0.0,5.4237517559e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.89086946736e-05,34.0507999968364,0.0003774296340119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,291.23146536174414,875.113224040928,276.904572397085,0.0,0.0,0.0003021892842754,0.0,0.0,0.0,5.4697157538e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.91557775341e-05,34.0508999968363,0.0003918974913248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,291.4715708922267,877.6631187325089,277.015653226412,0.0,0.0,0.0003047286900256,0.0,0.0,0.0,5.5156797518e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.94028603946e-05,34.0509999968361,0.0004065987486377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1885,291.7477156133825,880.5449226037779,277.122736253005,0.0,0.0,0.0003072680957758,0.0,0.0,0.0,5.5616437497e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.9649943255e-05,34.0509999968359,0.0004215400059505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,292.0418799298755,883.363860264109,277.219809513972,0.0,0.0,0.000309807501526,0.0,0.0,0.0,5.6076077476e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.98970261155e-05,34.0510999968357,0.0004367267632634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1887,292.3470392536937,886.4625830806899,277.33690230619,0.0,0.0,0.0003123469072762,0.0,0.0,0.0,5.6535717456e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.01441089759e-05,34.0511999968356,0.0004521660205763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1888,292.687229892513,889.4605368543031,277.428970684345,0.0,0.0,0.0003148863130264,0.0,0.0,0.0,5.6995357435e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.03911918364e-05,34.0512999968354,0.0004678632778892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,293.0284284070045,892.6953680693209,277.547040039062,0.0,0.0,0.0003174257187766,0.0,0.0,0.0,5.7454997414e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.06382746969e-05,34.0513999968352,0.000483826035202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,293.3646180848257,895.927208561684,277.636117694561,0.0,0.0,0.0003199651245269,0.0,0.0,0.0,5.7914637393e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.08853575573e-05,34.051499996835,0.0005000592925149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,293.7138185213135,899.21514036264,277.717199744591,0.0,0.0,0.0003225045302771,0.0,0.0,0.0,5.8374277373e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.11324404178e-05,34.0515999968349,0.0005165705498278,3.28065257e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,294.05599436978946,903.087911030784,277.819277888371,0.0,0.0,0.0003250439360273,0.0,0.0,0.0,5.8833917352e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.13795232782e-05,34.0516999968347,0.0005333653071407,3.04819e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,294.3571527326085,906.832690976271,277.938354323167,0.0,0.0,0.0003275833417775,0.0,0.0,0.0,5.9293557331e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.16266061387e-05,34.0517999968345,0.0005504500644535,6.92283e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,294.6623120564258,910.041582249883,278.080441011869,0.0,0.0,0.0003301227475277,0.0,0.0,0.0,5.9753197311e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.18736889991e-05,34.0518999968344,0.0005678308217664,1.24217e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,294.9414804045964,912.794235730527,278.229516225962,0.0,0.0,0.0003326621532779,0.0,0.0,0.0,6.021283729e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.21207718596e-05,34.0520999968342,0.0005855145790792,1.95879e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,295.21860245973755,914.344191457264,278.344594858023,0.0,0.0,0.0003352015590281,0.0,0.0,0.0,6.0672477269e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.23678547201e-05,34.052199996834,0.0006035068363921,2.84641e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,295.49074621989524,915.852277066814,278.463671292818,0.0,0.0,0.0003377409647784,0.0,0.0,0.0,6.1132117249e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.26149375805e-05,34.0522999968338,0.000621814593705,3.90934e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
