,total,natural,anthropogenic,wmghgs,other_ant
1750,0.3440027319888308,0.3440027319888308,0.0,0.0,0.0
1751,0.3307558121419442,0.325663654161539,0.005092157980405243,0.0019983286962488305,0.0030938292841563683
1752,0.3046988389332064,0.2955881463942537,0.009110692538952692,0.003996004854093819,0.005114687684858926
1753,0.2688693864810684,0.2594112054246886,0.0094581810563798,0.005993029146901378,0.003465151909478423
1754,-0.13043219470104964,-0.1381552917562977,0.007723097055248068,0.007989402246576738,-0.0002663051913286904
1755,-0.03880039199760985,-0.050400477554522996,0.011600085556913144,0.009985124823563797,0.0016149607333493451
1756,0.11832419311588058,0.10278923072411231,0.01553496239176827,0.011980197546848259,0.00355476484492
1757,0.19455979000910092,0.1815311030693695,0.013028686939731415,0.013974621083968417,-0.0009459341442369681
1758,0.27053947971468034,0.2531629231364246,0.017376556578255764,0.015968396101017676,0.0014081604772381
1759,0.3285612781388846,0.3104840828415159,0.018077195297368676,0.017961523262648237,0.00011567203472039999
1760,0.35492568667143154,0.3376591546879292,0.017266531983502365,0.019954003232073695,-0.0026874712485714003
1761,0.3536201477211479,0.3322824961595811,0.021337651561566806,0.02194583667108506,-0.0006081851095182008
1762,-0.8019991951729852,-0.8266624086822254,0.024663213509240167,0.023937024240043615,0.0007261892691966746
1763,-0.4817970420265478,-0.5086923819671083,0.026895339940560536,0.025927566597887673,0.0009677733426729002
1764,-0.006364169158313072,-0.0418874996001359,0.03552333044182283,0.027917464402144133,0.0076058660396787
1765,0.1445465331023633,0.1149560571670664,0.029590475935296887,0.02990671830892999,-0.00031624237363310037
1766,0.19974120877147444,0.1643450035528611,0.035396205218613336,0.031895328972951546,0.0035008762456617995
1767,-0.31264486056550533,-0.35000540897128574,0.0373605484057804,0.03388329704751851,0.0034772513582617998
1768,-0.08499906104389372,-0.1170253444387787,0.032026283394884975,0.03587062318454488,-0.0038443397896599
1769,0.23180724212882173,0.1945381752674203,0.03726906686140144,0.037857308034548426,-0.0005882411731470006
1770,0.35635169317941356,0.3171025039553961,0.03924918922401749,0.03984335224666539,-0.0005941630226479015
1771,0.3864147062081505,0.340469041825381,0.04594566438276948,0.04182875646864865,0.004116907914120877
1772,0.37836947703374957,0.32793911032946,0.050430366704289575,0.043813521346874704,0.006616845357414901
1773,0.3467312244175857,0.2954906161403674,0.05124060827721827,0.04579764752634437,0.005442960750873926
1774,0.3022787527111116,0.2559160117685123,0.04636274094259929,0.04778113565069443,-0.0014183947080950998
1775,0.27337686421146007,0.22058507142661582,0.05279179278484425,0.04976398636219849,0.0030278064226457995
1776,0.2553864558460252,0.1995631586309293,0.05582329721509591,0.05174620030176834,0.0040770969133276
1777,0.25940800393525576,0.2034142036409501,0.05599380029430567,0.053727778108965,0.002266022185340699
1778,0.30364637145822565,0.24806242516654042,0.05558394629168523,0.055708720422001055,-0.00012477413031579962
1779,0.37956032869565054,0.31947132738324147,0.060089001312409074,0.05768902787774042,0.0023999734346685985
1780,0.41905681991256666,0.3622498170526498,0.056807002859916855,0.05966870111171039,-0.0028616982517936
1781,0.4241911062722204,0.3620943736762543,0.0620967325959661,0.061647740758101845,0.00044899183786429957
1782,0.4019632097620953,0.3378044583393047,0.0641587514227906,0.06362614744977371,0.0005326039730168988
1783,-1.9390643455243537,-2.0066354095336414,0.0675710640092877,0.06560392181826057,0.001967142191027337
1784,-1.2647553158175295,-1.338953744170956,0.0741984283534265,0.06758106449377282,0.0066173638596534
1785,-0.2826290185484511,-0.3528073119882982,0.07017829343984705,0.06955757610520197,0.0006207173346450606
1786,0.08366618552307603,0.007073585589570802,0.07659259993350523,0.07153345728012964,0.0050591426533756
1787,0.22497027108651368,0.14975989189428918,0.07521037919222451,0.07350870864482649,0.0017016705473980004
1788,0.33169581179124913,0.2617737110571168,0.06992210073413235,0.07548333082426076,-0.0055612300901284
1789,0.4317835439228407,0.3564966375091104,0.07528690641373026,0.07745732444209631,-0.002170418028366098
1790,0.46533966255295683,0.38857150741301705,0.07676815513993979,0.07943069012070528,-0.0026625349807655996
1791,0.45996535700868085,0.3761140902955815,0.08385126671309934,0.08140342848116913,0.0024478382319303004
1792,0.4473252376369054,0.3584921459504545,0.08883309168645093,0.0833755401432765,0.005457551543174399
1793,0.41731434171521037,0.3278978659604668,0.0894164757547436,0.08534702572553914,0.0040694500292044
1794,0.37474690749867395,0.2920944925115234,0.08265241498715054,0.08731788584518912,-0.0046654708580384984
1795,0.12164623129108242,0.0329912026889777,0.08865502860210472,0.08928812111818027,-0.0006330925160755578
1796,0.15958742115599725,0.06750061681627181,0.09208680433972544,0.09125773215920074,0.0008290721805247025
1797,0.23224906201122464,0.1404052985753746,0.09184376343585005,0.0932267195816721,-0.0013829561458220023
1798,0.25620536490117546,0.1644832372650839,0.09172212763609155,0.09519508399775156,-0.003472956361660001
1799,0.27291307587176844,0.1793620484903738,0.09355102738139465,0.097162826018342,-0.003611798636947399
1800,0.29423975757378146,0.20172399627509208,0.09251576129868938,0.09912994625309096,-0.006614184954401601
1801,0.3302605355731679,0.2329955035298148,0.09726503204335313,0.10109644531039763,-0.0038314132670445008
1802,0.3591560915006119,0.2616080388722199,0.097548052628392,0.1030623237974159,-0.005514271169023902
1803,0.38112587240035894,0.2789262484798881,0.10219962392047083,0.10502758232005906,-0.0028279583995882043
1804,0.38852128727166846,0.2812568654770261,0.10726442179464235,0.10699222148300401,0.0002722003116383026
1805,0.3758234646573642,0.2727255235938592,0.103097941063505,0.10895624188969166,-0.005858300826186701
1806,0.36542597247592007,0.2582541459333821,0.10717182654253798,0.11091964414233682,-0.003747817599798898
1807,0.3452014490104818,0.2382093983107475,0.10699205069973428,0.11288242884193089,-0.0058903781421966
1808,0.3190377442470116,0.2165564569268997,0.10248128732011189,0.11484459658824055,-0.012363309268128703
1809,-3.225635822150322,-3.332576100224096,0.10694027807377404,0.1168061479798179,-0.009865869906043902
1810,-2.1672095371320053,-2.275017940388154,0.10780840325614882,0.11876708361400355,-0.010958680357854701
1811,-0.5909941004677788,-0.7044219666788041,0.1134278662110253,0.12072740408692632,-0.007299537875901002
1812,0.002909138478717104,-0.11513809998219571,0.1180472384609128,0.1226871099935116,-0.004639871532598799
1813,0.21698967753336895,0.0992096962532076,0.11777998128016136,0.12464620192748414,-0.0068662206473228005
1814,0.2990454041869621,0.1869630017551909,0.11208240243177123,0.1266046804813726,-0.014522278049601404
1815,-6.345319525166497,-6.462427318391833,0.11710779322533593,0.12856254624650826,-0.011454753021173806
1816,-4.626668466963059,-4.745295721678087,0.11862725471502777,0.13051979981303716,-0.0118925450980092
1817,-1.4339311482093953,-1.5538364774818705,0.11990532927247521,0.132476441769919,-0.012571112497444002
1818,-0.24840810981574718,-0.3668723863242757,0.11846427650852853,0.13443247270492986,-0.0159681961964013
1819,0.14774043794704658,0.0263125359631562,0.12142790198389039,0.13638789320466999,-0.014959991220779597
1820,0.265136128591452,0.1458181985207237,0.11931793007072833,0.13834270385456635,-0.019024773783838
1821,0.298157187501832,0.1751904369133924,0.12296675058843962,0.14029690523887073,-0.017330154650431095
1822,0.04858244533299197,-0.0753488787177998,0.12393132405079177,0.14225049794067499,-0.018319173889883203
1823,0.13446983736480372,0.006070315333831393,0.12839952203097232,0.14420348254190563,-0.0158039605109333
1824,0.2640641628018488,0.1321559700000588,0.13190819280179,0.14615585962332758,-0.014247666821537594
1825,0.33320355994987816,0.204467311084599,0.12873624886527915,0.14810762976455297,-0.0193713808992738
1826,0.3850729064032095,0.2522647951699178,0.13280811123329173,0.15005879354404372,-0.017250682310752004
1827,0.41379803688480693,0.2815134551211291,0.13228458176367786,0.15200935153910997,-0.0197247697754322
1828,0.4172999777188335,0.2905530467704545,0.12674693094837897,0.15395930432592012,-0.027212373377541104
1829,0.4130765269563997,0.2820676239239437,0.131008903032456,0.1559086524795025,-0.024899749447046496
1830,0.39180840653195087,0.2625167383257917,0.12929166820615917,0.15785739657374825,-0.028565728367589104
1831,-3.217343393292591,-3.3531997014417025,0.13585630814911154,0.15980553718141202,-0.0239492290323002
1832,-2.2095360936381145,-2.348536752937068,0.13900065929895344,0.16175307487412258,-0.022752415575169396
1833,-0.5856996322873835,-0.7242445832213639,0.13854495093398034,0.16370001022238254,-0.0251550592884022
1834,0.020008734780324014,-0.1137154737192447,0.13372420849956873,0.165646343795568,-0.0319221352959993
1835,-0.903303085403912,-1.0419693653550244,0.13866627995111236,0.16759207616194036,-0.02892579621082811
1836,-0.41536430607515856,-0.5524538505882403,0.1370895445130817,0.1695372078886448,-0.032447663375563096
1837,0.17081395369186245,0.032256144706194194,0.13855780898566825,0.17148173954171156,-0.032923930556043306
1838,0.3809207642277448,0.24375188793874453,0.13716887628900026,0.17342567168606515,-0.036256795397064896
1839,0.43678912820111193,0.297960701401573,0.13882842679953894,0.1753690048855254,-0.0365405780859864
1840,0.43643680240156935,0.2983694578816275,0.13806734451994185,0.17731173970281006,-0.039244395182868305
1841,0.4119576636087576,0.2732517131503887,0.13870595045836887,0.1792538766995384,-0.040547926241169506
1842,0.38078207478568554,0.2409781010055977,0.13980397378008785,0.18119541643623516,-0.04139144265614729
1843,0.35562729180450403,0.2115165770875733,0.14411071471693074,0.18313635947233703,-0.03902564475540629
1844,0.03644783375920127,-0.1093525441185053,0.14580037787770656,0.1850767063661866,-0.039276328488480006
1845,0.12372442201137007,-0.016976114466635495,0.14070053647800557,0.18701645767504865,-0.04631592119704309
1846,0.2738355568918621,0.1294042120851079,0.1444313448067542,0.1889556139551049,-0.044524269148350705
1847,0.3323945762457371,0.19142190427909642,0.14097267196664068,0.19089417576145765,-0.049921503794816996
1848,0.3572961973077929,0.2206924377105017,0.13660375959729118,0.19283214364813733,-0.05622838405084619
1849,0.3775640107852974,0.238750001257997,0.13881400952730039,0.1947695181681049,-0.0559555086408045
1850,0.3901664096666292,0.2530141473272566,0.1371522623393726,0.19670629987324956,-0.059554037533876995
1851,0.39174622430144823,0.2479103971574578,0.14383582714399043,0.19944899919984996,-0.05561317205585951
1852,0.38794284686180863,0.2397498144466608,0.14819303241514784,0.2028557514024825,-0.054662718987334706
1853,0.3857910734418735,0.2371550928766224,0.14863598056525112,0.2063733456368819,-0.057737365071630596
1854,0.3649617246009445,0.2239279047506725,0.141033819850272,0.20960868259533624,-0.0685748627450642
1855,-0.0576974543815116,-0.2049664231134768,0.14726896873196518,0.21265369658866093,-0.06538472785669569
1856,0.07520945513854294,-0.071946470234246,0.14715592537278893,0.21586699580482294,-0.068711070432034
1857,0.2677536319600971,0.1190068055109175,0.1487468264491796,0.22005591345199932,-0.07130908700281971
1858,0.3537214185136149,0.2029016650017654,0.15081975351184948,0.22452477125491138,-0.0737050177430619
1859,0.39165049045236133,0.2394730120712664,0.15217747838109494,0.22949789742533158,-0.0773204190442366
1860,0.4098255131690656,0.2574117244143508,0.15241378875471484,0.23481597649444064,-0.0824021877397258
1861,0.2882552821659151,0.1302194147156902,0.1580358674502249,0.2403175048256096,-0.08228163737538471
1862,0.25591650365305285,0.0938881399079563,0.16202836374509655,0.2455973378805232,-0.0835689741354267
1863,-0.5316795484135364,-0.6996611146773302,0.1679815662637938,0.2511775851027752,-0.08319601883898159
1864,-0.20567506356418974,-0.377394534867081,0.17171947130289128,0.2569108563324277,-0.08519138502953638
1865,0.18683523383358552,0.018074298874761197,0.16876093495882433,0.26260843607337353,-0.0938475011145492
1866,0.33146594251517125,0.1552863950005426,0.17617954751462866,0.268339242785415,-0.09215969527078628
1867,0.3715259359435991,0.19718983690575098,0.17433609903784814,0.27428400889722054,-0.09994790985937238
1868,0.3952881538266269,0.2221113136658496,0.1731768401607773,0.2795867549768808,-0.1064099148161035
1869,0.42222867567308603,0.24490267176282854,0.1773260039102575,0.2840608293555132,-0.1067348254452557
1870,0.42411989795869204,0.2479054214441586,0.17621447651453342,0.28833947971426116,-0.11212500319972771
1871,0.439248092642851,0.259195476268486,0.18005261637436498,0.2924301458177346,-0.1123775294433696
1872,0.42811614469267667,0.2474765001826739,0.18063964451000278,0.29689136775250646,-0.11625172324250371
1873,0.3039679008361397,0.1301411751747755,0.17382672566136423,0.3016527322567748,-0.1278260065954106
1874,0.40616765019559825,0.22915046120645138,0.17701718898914687,0.30690872487034654,-0.12989153588119967
1875,0.40317067350927693,0.2200883095675425,0.18308236394173444,0.31272016851607704,-0.12963780457434257
1876,0.36759337621561916,0.18493518734719028,0.18265818886842888,0.3182870481668677,-0.1356288592984388
1877,0.3747865733062598,0.1896529053216981,0.1851336679845617,0.3239076011835143,-0.13877393319895262
1878,0.3850467363253896,0.1961933475267329,0.1888533887986567,0.3298679936596508,-0.1410146048609941
1879,0.3833916827025529,0.19897472585683967,0.18441695684571324,0.3357779008286453,-0.15136094398293198
1880,0.3453809946515356,0.1648431813390463,0.1805378133124893,0.34224143523151024,-0.1617036219190209
1881,0.36665635384517736,0.18295004900451808,0.18370630484065928,0.34888286485420456,-0.1651765600135453
1882,0.4147481924986003,0.2297414309097492,0.1850067615888511,0.3557996058712929,-0.17079284428244182
1883,-0.10560078868499624,-0.29430811038810106,0.18870732170310484,0.3620177053177436,-0.17331038361463874
1884,-1.6515383449367533,-1.8418606616858249,0.19032231674907152,0.36843301589661603,-0.1781106991475444
1885,-0.5743108708932065,-0.7680535100333714,0.19374263914016487,0.37569937607773407,-0.18195673693756928
1886,0.019830754502940418,-0.18240258934952439,0.2022333438524648,0.3832240943174696,-0.18099075046500473
1887,0.1637311787942686,-0.038306914451872696,0.2020380932461413,0.3911817309132778,-0.18914363766713654
1888,0.33437443516777493,0.142202962939051,0.19217147222872394,0.3996388540145363,-0.20746738178581242
1889,0.4011229200687887,0.1976126904093125,0.20351022965947618,0.40833529726708473,-0.20482506760760846
1890,0.23381386916376293,0.0366932580984387,0.19712061106532422,0.4168205991958076,-0.21969998813048341
1891,0.11766928693864621,-0.08705483232165731,0.20472411926030354,0.42554210894943867,-0.22081798968913519
1892,0.18586797682907757,-0.027850762345494398,0.21371873917457196,0.43453240060586584,-0.22081366143129388
1893,0.3970493972954164,0.17664709053625172,0.22040230675916467,0.442732563882721,-0.2223302571235563
1894,0.4763517172093201,0.2615079449489187,0.2148437722604014,0.45077383651265746,-0.235930064252256
1895,0.4796044838703563,0.2636785507990704,0.21592593307128594,0.4580865540909934,-0.24216062101970748
1896,0.4623893961699344,0.2440190085691251,0.21837038760080932,0.4645466262253821,-0.24617623862457283
1897,0.44089507738964123,0.2290953011547487,0.21179977623489255,0.470899209364579,-0.25909943312968653
1898,0.43116618775399185,0.22163367168859038,0.20953251606540146,0.47845321409148206,-0.26892069802608054
1899,0.40701918960079714,0.2123459443999502,0.19467324520084694,0.4871187456274659,-0.2924455004266189
1900,0.40055961725310707,0.2068239999197014,0.19373561733340566,0.49631996481377666,-0.302584347480371
1901,0.3941703520519209,0.1975534354966041,0.19661691655531682,0.5047460368159455,-0.3081291202606287
1902,0.1637427046983093,-0.0362523286534827,0.19999503335179197,0.5136076147871802,-0.3136125814353883
1903,-0.5330529918320416,-0.7263848454128606,0.19333185358081906,0.5228972760994285,-0.3295654225186093
1904,-0.04695537658737242,-0.23830600264848678,0.19135062606111436,0.5322866441407138,-0.34093601807959967
1905,0.2981027675448699,0.11356235381744931,0.1845404137274206,0.5422949123020602,-0.35775449857463965
1906,0.42277254481622195,0.2424733861485195,0.18029915866770246,0.5531728058554896,-0.37287364718778715
