timepoints,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-43-10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,CFC-13,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon-1211,Halon-1301,Halon-2402,n-C4F10,n-C5F12,n-C6F14,i-C6F14,C7F16,C8F18,CFC-112,CFC-112a,CFC-113a,CFC-114a,HCFC-133a,HCFC-31,HCFC-124
1770.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.02648162706672,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.02732483280656,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.02816803854648,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.02901124428635,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.0298544500262,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1775.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.0306976557661,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.031540861506,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.03238406724586,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.0332272729857,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.03407047872565,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.03491368446552,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1781.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.03575689020536,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.03660009594523,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.03744330168513,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1784.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.03828650742497,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.03912971316487,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.03997291890477,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.04081612464466,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1788.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.04165933038453,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.0425025361244,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.0433457418643,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.04418894760414,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1792.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.045032153344,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1793.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.04587535908394,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.04671856482383,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1795.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.04756177056368,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.04840497630354,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574733,111.49202374973956,211.04924818204347,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1798.5,0.0,0.0,0.0003729417896147705,0.0,0.0,0.0,3.309391668376644e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554155216229138e-05,0.010623274209688224,3.1528182840032126e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021299170011120947,4544.519055574734,111.49202374973956,211.0500913877833,202.72512311931195,0.00814600615806663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
