year,stratospheric_AOD,volcanic_ERF
-9499.5,0.0029104094649550463,0.2464233202113003
-9498.5,0.0029104094649550463,0.2464233202113003
-9497.5,0.0029104094649550463,0.2464233202113003
-9496.5,0.0029104094649550463,0.2464233202113003
-9495.5,0.03306803428887554,-0.3567291762671096
-9494.5,0.023748708279887676,-0.17034265608735225
-9493.5,0.010396945255091763,0.09669260440856599
-9492.5,0.4130948213449727,-7.95726491738905
-9491.5,0.30407738378784976,-5.776916166246593
-9490.5,0.21854144554814614,-4.066197401452521
-9489.5,0.10973521136704974,-1.8900727178305934
-9488.5,0.04035185139733145,-0.5024055184362276
-9487.5,0.015558203000747152,-0.006532550504541737
-9486.5,0.007162157030525266,0.16138836889989594
-9485.5,0.00433876308934669,0.21785624772346746
-9484.5,0.0033902147725241353,0.2368272140599185
-9483.5,0.003071581155051566,0.24319988640936996
-9482.5,0.002964548965391998,0.24534053020256133
-9481.5,0.0029285952660449512,0.24605960418950223
-9480.5,0.0029165179330901962,0.24630115084859736
-9479.5,0.002912461267297354,0.24638228416445415
-9478.5,0.002911098501266883,0.24640953948506358
-9477.5,0.002910640812448019,0.24641869326144086
-9476.5,0.0029104870704832818,0.24642176810073566
-9475.5,0.005206170404141851,0.20050810142756423
-9474.5,0.0044967233576106635,0.21469704235818798
-9473.5,0.003480320828795787,0.23502509293448548
-9472.5,0.00310353230839127,0.24256086334257584
-9471.5,0.002975357385643787,0.24512436179752553
-9470.5,0.002932228765404108,0.2459869342023191
-9469.5,0.0029177383139046397,0.24627674323230853
-9468.5,0.002912871019499425,0.24637408912041278
-9467.5,0.0029112362810496083,0.24640678388940906
-9466.5,0.002910687275833912,0.24641776399372298
-9465.5,0.002910502444572473,0.2464214606189518
-9464.5,0.0029104401717212295,0.24642270607597663
-9463.5,0.0029104195494553072,0.2464231185212951
-9462.5,0.0618528449793451,-0.9324253900765006
-9461.5,0.04364709565118943,-0.5683104035133874
-9460.5,0.01754654960656653,-0.046299482620929394
-9459.5,0.007870132194331103,0.1472288656237792
-9458.5,0.004578401391541699,0.21306348167956726
-9457.5,0.0034707954689281975,0.2352156001318373
-9456.5,0.003098653109972134,0.24265844731095856
-9455.5,0.002973642740297651,0.24515865470444823
-9454.5,0.002931649689461069,0.24599851572117984
-9453.5,0.0029175439281100527,0.2462806309482002
-9452.5,0.0029128056909027097,0.2463753956923471
-9451.5,0.0029112140228184044,0.2464072290540332
-9450.5,0.002910679308190899,0.24641792334658327
-9449.5,0.007501971093459045,0.1545920876412204
-9448.5,0.006083051289521711,0.18297048371996705
-9447.5,0.004050237525815529,0.22362675899409068
-9446.5,0.003296657544525129,0.23869835861989866
-9445.5,0.003040306846916597,0.2438253725720693
-9444.5,0.0029540496273965395,0.24555051696247046
-9443.5,0.0029250686253175346,0.24613013700405054
-9442.5,0.002915333579097274,0.2463248379284558
-9441.5,0.0029120629635032455,0.24639025024033637
-9440.5,0.002910964617000126,0.24641221717039877
-9439.5,0.0029105958600326963,0.2464195923097474
-9438.5,0.07334940102119929,-1.1623565109135845
