,solar,volcanic,aerosol-radiation_interactions,aerosol-cloud_interactions,contrails,land_use,BC_on_snow,CO2,CH4,N2O,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-43-10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,CFC-13,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon-1211,Halon-1301,Halon-2402,n-C4F10,n-C5F12,n-C6F14,i-C6F14,C7F16,C8F18,CFC-112,CFC-112a,CFC-113a,CFC-114a,HCFC-133a,HCFC-31,HCFC-124,O3,H2O_stratospheric
1750,0.010893838141051628,0.1757119884653683,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,0.00031238160741958563,0.1820762144116338,-0.0004053831742516347,0.0003034116211485509,0.0,-0.0002554580909930695,-0.0008380304608629325,0.001246896869378824,0.00040613814045499936,6.409283890769164e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7312503469843134e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006621579599215941,-8.473218310478925e-08
1752,-0.013644349045964971,0.18007464000738335,-0.0004045779102431721,0.000422574627222135,0.0,-0.000509765700397966,-0.0011176710706592315,0.002493496658237113,0.0008120308200995739,0.0001281784996629041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.462500693841541e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006143101950710602,-1.694643662095785e-07
1753,-0.0354199160041183,0.07185989107080802,-0.0004061044729793219,0.00030905656664597894,0.0,-0.0007630805874478473,-0.000838160903334337,0.0037397995217542217,0.0012176784327077854,0.00019225698644337663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.119375104095294e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00022322602411666825,-2.5419654931436777e-07
1754,-0.06407617027251905,-0.035089400379113546,-0.0009210196013658333,-0.009262461793017688,0.0,-0.001015317649279344,-1.4377168237554625e-07,0.004985805614988849,0.0016230813709995752,0.0002563283034199129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4925001387937254e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003737378029505104,-3.38928732419157e-07
1755,-0.07916406055172254,0.0809818986198691,0.00019832115761853257,-0.0015445985578551554,0.0,-0.0012668815788718687,-1.5634656958775237e-07,0.006231515092871706,0.002028240026645069,0.00032039245475379855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.865625173479448e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005192899787993329,-4.2366091552394627e-07
1756,-0.08067576712861324,-0.03920808761755715,-0.0005414470845047856,0.00028148919201310653,0.0,-0.0015178399488379659,-0.0008935529473144734,0.007476928110218439,0.0024331547902679837,0.0003844494445994404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.238750208190588e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001040313863561474,-5.083930986287355e-07
1757,-0.045052648168639166,0.14491768435118307,-0.0015893969849084496,-0.026327064988941197,0.0,-0.0017685522594808273,-2.184635267889791e-06,0.00872204482172227,0.0028378260514502294,0.00044849927710215425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.611875242901728e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013795186908528469,-5.931252817335247e-07
1758,-0.014737788462808293,0.17766802741944,-0.0004978279183721356,-0.011220520171749203,0.0,-0.002016971536822524,-1.0895080194680288e-06,0.009966865381952041,0.0032422541987352084,0.0005125419564007935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9850002775874508e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011689077118577998,-6.778574648383264e-07
1759,-0.00418372304854648,0.18005047283305683,-0.0008597478010170421,-0.012722861488162566,0.0,-0.002266092272849526,-9.727274879354264e-07,0.011211389945358665,0.0036464396196318216,0.0005765774866244395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358125312285882e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010525939988369917,-7.625896479431155e-07
1760,0.0009979997566393,0.06499128836603414,-0.0025721031635520778,-0.03042380251557361,0.0,-0.0025239302831195675,-1.4225324407169597e-06,0.012455618666273195,0.004050382700618653,0.0006406058718950191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.731250346984314e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001239898545091525,-8.473218310479048e-07
1761,0.0117454816775607,-1.5386562257616188,-0.00162257756244276,-0.023905737097048373,0.0,-0.002789027415118267,-1.8512043355062611e-06,0.013699551698899439,0.00445408382714748,0.0007046271163273383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.104375381670036e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015823813563293637,-9.320540141526941e-07
1762,0.002240720559274079,-0.6699562742148423,-0.0006860642491922565,-0.00775570183889597,0.0,-0.003057159443710427,-4.054904614459589e-07,0.014943189197326871,0.004857543383647153,0.0007686412240272416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477500416381176e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010356774015712871,-1.0167861972574831e-06
1763,-0.015075575362666706,0.02288724444669979,-0.0006926242388433792,-0.008828626772949886,0.0,-0.003323899002447112,-6.451947831015291e-07,0.016186531315523344,0.005260761753527395,0.0008326481990927588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.850625451079608e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012921504797457034,-1.1015183803622725e-06
1764,-0.02727676569660829,0.14794914775046408,0.00012956269726815416,0.00033567790136974164,0.0,-0.0035933684430096867,-0.0006565766398642963,0.017429578207333016,0.005663739319182592,0.0008966480456145058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.223750485765331e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010060962833918713,-1.186250563467062e-06
1765,-0.05691787806554733,0.17730359893090825,-0.001661808807261684,-0.02109858187937028,0.0,-0.0038610234086007196,-1.3697329486710727e-06,0.018672330026482945,0.006066476461995575,0.0009606407676756989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.596875520463761e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001708282307546008,-1.270982746571851e-06
1766,-0.07501462710204336,-0.30878663174848453,0.00015064588752313008,-0.00849601931276432,0.0,-0.004130025209256566,-8.550771334283667e-07,0.01991478692657993,0.0064689735623414115,0.0010246263693507044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9700005551749015e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001681131107187873,-1.3557149296766405e-06
