"em","sector","units","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023"
"N2O","1A1a_Electricity-autoproducer","ktN2O",1.0547488926336,0.995345504478644,0.987391314679383,1.10988775866388,4.4381413954767,3.96792066767524,4.08565252633218,4.06918409753906,4.14683702123628,4.32481344365724,4.30658044304372,4.21800636866306,4.65498149810957,4.47259310890089,4.51697567695165,4.57613795718595,4.53378763559228,4.68705811084899,4.78639537888928,4.79610610053331,7.41116856500113,7.94810188762017,8.17009874392948,7.86745804869053,8.61333043900513,9.78740042385776,10.1186144326906,10.3852482197761,10.6234314351329,8.55450364852852,8.31183399123838,8.601450926613,9.05066423222245,9.08215592011706,10.1105305760736,10.8503902316834,12.2299583562139,14.4132269014268,15.4748237216044,16.9645068005892,19.1605161048577,21.3652903483612,24.6483760432547,25.592350270826,27.7515612534607,28.0829156502535,33.6699501593289,35.0810695795567,38.8058115715441,40.8907761257403,38.2847069634927,41.0270249619371,46.0377893982831,46.7519381206872
"N2O","1A1a_Electricity-public","ktN2O",51.478271557171,53.8512441209271,56.9186175805851,61.4890921529645,58.3599339898057,59.8532890177469,65.3652668912102,68.5997071738586,70.6232764302135,74.7669644901497,77.6666881313014,78.9426853759087,78.1625726743331,80.4349054220735,83.3062454714733,86.2910346474715,86.3972457794463,90.6781867383388,95.115929892976,99.3093035445432,105.064521400926,105.275606891971,106.912526251689,112.013898230646,114.413957890133,124.099800927718,130.886372798981,133.721230190683,142.171204819835,153.760336698333,170.025510833285,171.078869918489,181.187582102111,206.976962924438,225.147782288815,205.336252779276,217.718498149302,235.380795871963,234.644902328919,233.430445434424,251.212490064213,268.979491143061,274.667918197171,292.640701490684,299.046114852816,294.295935575134,318.073618680343,325.422220718997,332.497455061062,323.434179505006,314.323353919131,343.675327214737,359.768842699062,365.273629762071
"N2O","1A1a_Heat-production","ktN2O",13.4142622722027,13.7643900918009,14.5378274883883,15.1487152387391,15.8463750220698,16.6372276042083,17.4534039769201,18.1240328047346,19.0601690603463,19.5158604712661,20.4530951684889,20.1946896858731,20.8896887421836,21.6043690918371,22.9811171619899,24.2092751927577,24.8719843772703,26.1395963359402,26.739748907678,45.757827358685,41.9072944883703,42.0783531156504,42.2784126367468,43.7212919118833,44.5184762261863,43.6805475769939,45.2757299239234,45.2344785745778,44.7807872897924,35.9634645509937,37.4429056444551,37.6136226431845,39.8641161351593,43.2934740687969,44.7401350334778,78.9791272841885,79.421319512758,85.1746757087797,81.5717193378792,81.4912381192694,86.9702460447005,92.6476293298645,97.034955861634,98.4216062943823,98.4661349163108,97.7565100896093,108.479540231321,114.959730714722,122.779924437163,124.918756839772,128.016962118333,141.724099837987,148.777296059838,153.073355092743
"N2O","1A1bc_Other-transformation","ktN2O",2.58297902044145,2.58880643269187,2.67016413796371,3.13538586091045,3.1611006303818,3.02821853618183,3.05679991891893,3.27335294360564,3.62369987787702,3.7531796331371,3.80017693644948,3.71243007293245,3.83965313647684,4.01146198242655,4.20898400487676,4.60186585824678,4.55767890231563,4.8536905993145,4.93950804885809,5.43288627247978,5.17413372745265,5.31900424169827,5.32092083107464,5.4788778652659,5.69731792915931,5.87375246763085,6.00569076835478,6.33767136424592,6.42813962443238,6.02337724532878,5.87787862798503,6.78471524084425,6.87305809251475,7.3897234111188,7.30276444640565,7.4612110815826,8.05149742646614,8.85400736478484,9.38318964972742,9.84074821357391,10.7485965894551,10.3437328963005,10.4908298712085,10.8873856349383,9.4099623241328,9.77737475085556,8.92225917032216,9.22854224340602,9.10664235527648,9.46721360612407,8.38098369508902,8.36610013271758,8.2729922873515,8.31818542793432
"N2O","1A2a_Ind-Comb-Iron-steel","ktN2O",6.61324314940928,6.82867338015624,6.76644886837852,6.89750215966941,6.97710076249596,6.66210879597519,6.32247508321663,6.4144300525943,6.24204862214018,6.62083093066543,8.13263860597404,7.84180052552249,7.2311945462346,7.25539329785224,7.75776387079558,6.92940692364367,7.00173202017608,6.67336433746159,6.94601190451217,6.9719768416175,6.41262652693002,6.31177303497992,6.18818887286093,6.27829105422381,6.40016067020049,6.81331988763742,6.62558113557851,6.66368747068961,6.75908683276711,6.1628141441204,6.53546244240646,6.56916838680012,6.50608128222728,7.50052483886348,8.18541316468165,8.95524153461645,9.26965082459732,9.60605857018472,10.3326037892246,10.3645123548298,12.1694468928377,13.144016342511,14.0301774822007,13.7834826686654,14.5296500407943,13.800849148687,13.268195953299,13.0929112949734,12.2014466946018,12.2335210867851,11.2027209269819,12.29699460291,12.6238237226579,12.9117432078456
"N2O","1A2b_Ind-Comb-Non-ferrous-metals","ktN2O",0.832437615542465,0.886256813842456,0.812472750991582,0.904950322602032,0.975006253301559,0.979844537005227,1.00700798743119,1.05473249327211,0.975562167883793,0.961967178515689,1.06054740215685,1.08529986529255,0.977926830173578,0.907148365877076,0.982292933521579,1.2603819652169,1.25911398697382,1.28673754671391,1.35020857665817,1.29959931959158,1.3246863088753,1.30732312088182,1.29957730922589,1.29637304513395,1.25329504584485,1.39922269863691,1.40471003923713,1.31064630277141,1.39702607297786,1.37395054987369,1.38791319020361,1.26829331408073,1.28910321019461,1.37106699794876,1.49284362645589,1.5156374182314,1.64021720439999,1.72201035033129,1.76252585513349,1.66002080240764,1.75369431369293,1.77450673102919,1.71708889752136,1.78962311270021,1.84991531079115,1.86732656742889,1.91174073023934,1.79900056576958,1.9147037499094,1.94228014248282,1.98132242704778,2.11218308855145,2.26149737258389,2.27013180321058
"N2O","1A2c_Ind-Comb-Chemicals","ktN2O",5.60810183162727,5.8907673603664,5.60511082593598,5.76045668455741,5.47497462056345,5.0261573702966,5.39255403985949,5.28026133771442,4.59787419065049,4.73036407519105,6.72408243087709,6.39756370306775,6.48834240735561,6.35167624606235,6.62240462797225,5.98460370007744,5.81991107165389,5.96790087366725,6.22540596552523,6.21899975693705,6.344611989978,6.44454517887672,5.98777913125605,6.24452992928819,6.48767341092678,7.5072560391692,7.42854542778872,7.05499703894802,6.92493337574511,6.61196573668161,6.33643580511407,6.21829735126266,6.17513304177218,6.38231300912163,7.23403323931487,7.62216951028286,7.72118964329977,8.339248075437,8.19536519653365,7.89769692131909,8.81260533507938,9.27018797060558,8.87907875343535,8.76965843585053,8.58446541425,9.40171954012883,8.53594335494415,7.78008951751002,7.60421135551026,6.79201510756706,6.64639266688178,6.13964363326486,6.24365192900754,6.2641357670432
"N2O","1A2d_Ind-Comb-Pulp-paper","ktN2O",2.78941952347052,3.4468358253008,3.46466327269184,3.89191298561551,3.90023474443474,3.41957075421727,3.66497013370878,3.57029231918897,3.64314253086627,3.79339322188121,4.23110459484513,4.00023610246078,4.6234231206918,4.59931505047036,4.95869971430427,5.32186956582322,5.5162221760021,5.68023091927814,5.80635936877941,5.64642866567006,5.5598023362848,5.64253926445759,5.6386667902608,6.76240847525988,6.86902960210807,8.2359701999669,7.46119182148899,7.79172466913175,7.93617261197672,11.4105832639651,12.8340013663046,12.0646155231768,12.368764232049,12.715529890684,13.5506435216148,13.8105394209601,14.2148135769097,14.4444626690394,13.9550134501104,12.7383327399034,14.4148012456392,14.4089276545612,13.9240816437427,14.1808098349317,14.2303619441776,14.4193794723784,14.4016454564701,14.5105471177588,14.5269272287846,13.9762533648552,13.4491930997799,13.5279475161732,14.2681394888003,14.2648325581899
"N2O","1A2e_Ind-Comb-Food-tobacco","ktN2O",5.12795702690498,5.00568588721072,5.35613011102875,5.55920461653465,6.23458108268883,6.02421661437639,6.42482729848302,6.75707435242117,6.36413239497055,6.27433013680837,6.98358274464759,7.35712318183998,7.62428809563296,7.52729662638177,7.63793248060046,7.61233726105068,7.37757949150779,7.77649969218453,7.63075299798085,7.75839735289279,7.92408188825068,7.92618063227808,7.55343184958716,7.60163730405238,7.92698350626899,8.56969586841237,8.99344556556758,9.09476927778456,9.18474977490871,9.46344395977756,9.47767849696357,9.86840206855276,10.3064519913918,10.2093542479114,11.1193221131504,11.2042392623566,12.0158430955052,12.5473289814594,12.5497826699175,12.3650500203667,13.0429900813995,13.0637379439585,12.7655787626948,13.2538244819546,12.6370841273507,12.5394943593079,12.6922364921399,12.9329210571146,12.0738315801507,11.5667300392446,11.9943861530304,11.5364265498969,11.8455437944075,11.8296833477245
"N2O","1A2f_Ind-Comb-Non-metalic-minerals","ktN2O",4.87127484037274,5.07392839611564,5.07839975693594,5.26408262778926,5.72186191033148,5.39150517446713,5.41069644408803,5.54235299140601,5.71783710522426,5.90815101676204,7.59004010180112,7.97618630156664,8.33194262726819,8.33051634586361,8.58537982913825,9.59150707103376,9.56037122836731,9.80714643639451,9.89917507743777,10.1470916498601,10.3248624604964,10.4854255227321,10.6158549678435,10.6961550333935,11.1596796938341,11.8616057487043,11.7998608643009,11.797962754217,12.1376721979989,11.6458989808901,11.3485751108188,11.8035619320355,11.9614153838798,13.5922267933179,16.167605688745,17.3589140078533,17.4474372167306,19.0007376107948,19.5626639951274,18.8885581821363,19.7680789532802,21.4005662384607,21.0338407718908,21.0898998374654,21.7081519934621,21.4920129180683,20.9671490973148,20.1143629049404,20.0249685830991,19.5969924870601,19.8920280938255,19.8465918145312,20.3832649502648,20.8502067923324
